image,height_A,energy_eV,interaction_energy_eV
0,6.5,-216.97446351882587,-2.6645352591003757e-15
1,5.0,-216.97446351882587,-2.6645352591003757e-15
2,4.0,-216.91692440768787,0.057539111137995924
3,3.25,-216.87982263192544,0.09464088690043315
4,2.75,-216.83579493098011,0.1386685878457543
5,2.25,-216.742496725075,0.23196679375086848
6,1.9,-216.37333049646486,0.601133022361009
7,1.6,-215.62712069482905,1.347342823996823
8,1.3,-214.48385661132005,2.4906069075058186
