facet,temperature_K,pressure_Pa,k_m3_s,impact_probability,density_m3,hazard_s
r100,719.26,133.32236842105263,7.515620548513571e-21,0.000552609425582032,1.3425603865115479e+22,100.90174428486512
r100,725.10875,133.32236842105263,7.781262813993617e-21,0.0005693681700310979,1.331731252177409e+22,103.62550870801228
r100,730.9575,133.32236842105263,8.052960697011073e-21,0.0005864152986035128,1.3210754162893135e+22,106.38568405165384
r100,736.80625,133.32236842105263,8.33076958226309e-21,0.0006037513713354483,1.3105887519307769e+22,109.18212909441063
r100,742.655,133.32236842105263,8.614744323525991e-21,0.0006213769158982421,1.300267262190783e+22,112.01470016024729
r100,748.50375,133.32236842105263,8.904939248279433e-21,0.0006392924285152831,1.2901070750845216e+22,114.88325127403138
r100,754.3525,133.32236842105263,9.201408162415946e-21,0.0006574983748570011,1.2801044387104119e+22,117.78763431094868
r100,760.20125,133.32236842105263,9.504204355025996e-21,0.0006759951909142554,1.2702557166306895e+22,120.72769913998067
r100,766.05,133.32236842105263,9.813380603249211e-21,0.0006947832838504317,1.2605573834636068e+22,123.70329376164338
r100,771.89875,133.32236842105263,1.0128989177183211e-20,0.0007138630328325817,1.2510060206760225e+22,126.71426444018468
r100,777.7475,133.32236842105263,1.0451081844841769e-20,0.0007332347898419341,1.241598312565834e+22,129.76045583042963
r100,783.5962499999999,133.32236842105263,1.0779709877154825e-20,0.0007528988804641361,1.2323310424243302e+22,132.84171109946055
r100,789.4449999999999,133.32236842105263,1.1114924053003056e-20,0.0007728556046595735,1.2232010888691371e+22,135.957872043311
r100,795.29375,133.32236842105263,1.145677466428047e-20,0.0007931052375141403,1.2142054223389733e+22,139.10877919885118
r100,801.1424999999999,133.32236842105263,1.1805311520978647e-20,0.000813648029970816,1.2053411017419448e+22,142.29427195103275
r100,806.99125,133.32236842105263,1.2160583956287018e-20,0.0008344842095424421,1.1966052712495901e+22,145.5141886356624
r100,812.8399999999999,133.32236842105263,1.25226408317034e-20,0.00085561398100605,1.187995157229339e+22,148.76836663786023
r100,818.6887499999999,133.32236842105263,1.2891530542150186e-20,0.0008770375270791401,1.1795080653084532e+22,152.056642486364
r100,824.5375,133.32236842105263,1.326730102109097e-20,0.0008987550090782705,1.1711413775629317e+22,155.37885194382568
r100,830.38625,133.32236842105263,1.3649999745643562e-20,0.0009207665675603459,1.162892549825212e+22,158.73483009324937
r100,836.235,133.32236842105263,1.4039673741685226e-20,0.0009430723229469815,1.154759109104852e+22,162.12441142071216
r100,842.08375,133.32236842105263,1.443636958894627e-20,0.0009656723761323112,1.146738651116704e+22,165.54742989450455
r100,847.9325,133.32236842105263,1.484013342608847e-20,0.000988566809074615,1.1388288379113857e+22,169.0037190408224
r100,853.78125,133.32236842105263,1.5251010955765204e-20,0.001011755685372141,1.131027395603143e+22,172.49311201614117
r100,859.63,133.32236842105263,1.5669047449660095e-20,0.0010352390508234788,1.1233321121904725e+22,176.01544167639412
r100,865.47875,133.32236842105263,1.6094287753501516e-20,0.0010590169339728531,1.1157408354651062e+22,179.57054064307607
r100,871.3275,133.32236842105263,1.6526776292050273e-20,0.0010830893466406944,1.1082514710052144e+22,183.15824136638818
r100,877.17625,133.32236842105263,1.696655707405818e-20,0.0011074562844398375,1.1008619802488906e+22,186.7783761855351
r100,883.025,133.32236842105263,1.7413673697195334e-20,0.0011321177272776998,1.0935703786442012e+22,190.4307773862847
r100,888.87375,133.32236842105263,1.786816935294396e-20,0.001157073639844779,1.086374733872269e+22,194.11527725589127
r100,894.7225,133.32236842105263,1.8330086831457268e-20,0.0011823239720898124,1.0792731641400502e+22,197.83170813548753
r100,900.57125,133.32236842105263,1.8799468526381362e-20,0.0012078686596819273,1.0722638365396363e+22,201.5799024700382
r100,906.42,133.32236842105263,1.927635643963882e-20,0.001233707624460106,1.0653449654710796e+22,205.3596928559524
r100,912.26875,133.32236842105263,1.9760792186172625e-20,0.001259840774870296,1.0585148111258835e+22,209.1709120864435
r100,918.1175,133.32236842105263,2.0252816998649023e-20,0.0012862680063904675,1.0517716780284614e+22,213.0133931947243
r100,923.96625,133.32236842105263,2.0752471732118362e-20,0.0013129892019439354,1.0451139136329882e+22,216.88696949512178
r100,929.8149999999999,133.32236842105263,2.1259796868632786e-20,0.0013400042323012489,1.0385399069732107e+22,220.7914746221925
r100,935.6637499999999,133.32236842105263,2.1774832521819907e-20,0.0013673129564709344,1.0320480873628972e+22,224.72674256791646
r100,941.5124999999999,133.32236842105263,2.229761844141171e-20,0.001394915222079398,1.025636923144723e+22,228.6926077170454
r100,947.3612499999999,133.32236842105263,2.2828194017727928e-20,0.0014228108657402569,1.019304920485502e+22,232.6889048806778
r100,953.2099999999999,133.32236842105263,2.3366598286113327e-20,0.0014509997134133886,1.013050622215772e+22,236.71546932813098
r100,959.0587499999999,133.32236842105263,2.391286993132833e-20,0.0014794815807539598,1.0068726067118368e+22,240.7721368171766
r100,964.9074999999999,133.32236842105263,2.4467047291892523e-20,0.0015082562734517091,1.0007694868184731e+22,244.85874362270593
r100,970.7562499999999,133.32236842105263,2.5029168364380746e-20,0.0015373235875607392,9.947399088105752e+21,248.9751265638864
r100,976.605,133.32236842105263,2.5599270807671427e-20,0.0015666833098200732,9.887825513921143e+21,253.12112302987026
r100,982.45375,133.32236842105263,2.617739194714677e-20,0.0015963352179652144,9.828961247308546e+21,257.2965710041124
r100,988.3025,133.32236842105263,2.676356877884495e-20,0.0016262790810309727,9.77079369527342e+21,261.50130908735474
r100,994.15125,133.32236842105263,2.7357837973563834e-20,0.0016565146596457657,9.713310561167588e+21,265.7351765193293
r100,1000.0,133.32236842105263,2.796023588091637e-20,0.0016870417063176454,9.656499836022958e+21,269.99801319923216
u100,298.15,133.32236842105263,7.0765318310404e-26,9.205244658263934e-09,3.2388059151510847e+22,0.0022919513153128583
u100,303.99875,133.32236842105263,9.315321601594268e-26,1.2000358825387928e-08,3.1764932704568556e+22,0.002959005637960557
u100,309.84749999999997,133.32236842105263,1.2145501782008575e-25,1.549793167505365e-08,3.1165330803130443e+22,0.0037851858080630756
u100,315.69624999999996,133.32236842105263,1.5692714025659937e-25,1.9837896814850134e-08,3.0587945963954146e+22,0.004800078886446715
u100,321.54499999999996,133.32236842105263,2.0102695648621254e-25,2.5180578028263134e-08,3.0031565833780526e+22,0.006037154278080225
u100,327.39374999999995,133.32236842105263,2.5543366214460544e-25,3.1708464803834304e-08,2.9495064692050356e+22,0.007534032389482472
u100,333.24249999999995,133.32236842105263,3.220698711806471e-25,3.9628002861182053e-08,2.897739584843758e+22,0.00933274614805691
u100,339.09124999999995,133.32236842105263,4.031238383822295e-25,4.9171387923528385e-08,2.8477584827160715e+22,0.011479993303380568
u100,344.94,133.32236842105263,5.010722009256272e-25,6.059835118554484e-08,2.7994723244688812e+22,0.014027377590520038
u100,350.78875,133.32236842105263,6.187031284370074e-25,7.419792526766984e-08,2.752796329991472e+22,0.017031637013156364
u100,356.6375,133.32236842105263,7.591397696430739e-25,9.029017991478776e-08,2.707651280648546e+22,0.020554857694653116
u100,362.48625,133.32236842105263,9.258638836137356e-25,1.0922791726917511e-07,2.6639630706055632e+22,0.02466467194354439
u100,368.335,133.32236842105263,1.1227395447504422e-24,1.3139831720595244e-07,2.621662300900799e+22,0.029434439382027597
u100,374.18375,133.32236842105263,1.354036812926964e-24,1.5722452394560368e-07,2.5806839115870106e+22,0.03494341018817167
u100,380.03249999999997,133.32236842105263,1.6244552634169672e-24,1.871671659350863e-07,2.540966847841424e+22,0.04127686970144021
u100,385.88124999999997,133.32236842105263,1.9391472753148115e-24,2.2172580180051758e-07,2.502453756440086e+22,0.04852626383402108
u100,391.72999999999996,133.32236842105263,2.3037409819440186e-24,2.614402860056838e-07,2.4650907094230615e+22,0.05678930491507361
u100,397.57874999999996,133.32236842105263,2.7243627921263933e-24,3.068920486884276e-07,2.428826952150476e+22,0.06617005776952509
u100,403.4275,133.32236842105263,3.2076593970346213e-24,3.5870528497970335e-07,2.393614673274122e+22,0.07677900599607691
u100,409.27625,133.32236842105263,3.760819183559834e-24,4.1754804992764787e-07,2.359408794432357e+22,0.0887330985596099
u100,415.125,133.32236842105263,4.3915929815886444e-24,4.841332559427875e-07,2.3261667777230854e+22,0.10215577695053374
u100,420.97375,133.32236842105263,5.108314079206248e-24,5.592195704433999e-07,2.2938484492258626e+22,0.11717698328745893
u100,426.8225,133.32236842105263,5.919917446537581e-24,6.436122121063321e-07,2.262415837033652e+22,0.1339331498497844
u100,432.67125,133.32236842105263,6.835958115629636e-24,7.38163644813685e-07,2.231833022421286e+22,0.1525671706235101
u100,438.52,133.32236842105263,7.866628670398162e-24,8.437741690264262e-07,2.2020660029241445e+22,0.17322835552712157
u100,444.36875,133.32236842105263,9.02277580715261e-24,9.61392410909896e-07,2.173082566229727e+22,0.1960723680552269
u100,450.2175,133.32236842105263,1.031591593252354e-23,1.0920157100817894e-06,2.144852173898829e+22,0.2212611471363068
u100,456.06624999999997,133.32236842105263,1.1758249771707582e-23,1.2366904073502411e-06,2.1173458540339172e+22,0.24896281404820303
u100,461.91499999999996,133.32236842105263,1.3362675965778764e-23,1.3965120342577772e-06,2.0905361021016765e+22,0.2793515652714689
u100,467.76374999999996,133.32236842105263,1.514280364236878e-23,1.5726254066472831e-06,2.0643967891960333e+22,0.3126075521873211
u100,473.61249999999995,133.32236842105263,1.7112963949268762e-23,1.7662246248195972e-06,2.0389030770984635e+22,0.34891674854439153
u100,479.46124999999995,133.32236842105263,1.9288220545437502e-23,1.9785529831605646e-06,2.0140313395551692e+22,0.3884708066276303
u100,485.30999999999995,133.32236842105263,2.1684379048507372e-23,2.2109027923803604e-06,1.989759089246659e+22,0.4314669030643736
u100,491.15874999999994,133.32236842105263,2.4317995442152508e-23,2.4646151177316296e-06,1.9660649099752286e+22,0.4781075751975359
u100,497.00749999999994,133.32236842105263,2.7206383450623236e-23,2.7410794367577737e-06,1.9429283936405306e+22,0.5286005489448772
u100,502.85624999999993,133.32236842105263,3.0367620891360823e-23,3.041733220271265e-06,1.9203300816133758e+22,0.5831585590471099
u100,508.705,133.32236842105263,3.3820555019888207e-23,3.3680614403762273e-06,1.898251410153814e+22,0.6419991625868745
u100,514.55375,133.32236842105263,3.758480688413731e-23,3.7215960094327092e-06,1.876674659551691e+22,0.7053445466360444
u100,520.4024999999999,133.32236842105263,4.1680774708030475e-23,4.103915153914448e-06,1.8555829066968282e+22,0.7734213308610283
u100,526.25125,133.32236842105263,4.612963632649005e-23,4.5166427271397416e-06,1.8349599808120091e+22,0.8464603658852115
u100,532.0999999999999,133.32236842105263,5.0953350696124475e-23,4.961447464859163e-06,1.8147904221054239e+22,0.9246965281750543
u100,537.94875,133.32236842105263,5.61746585076438e-23,5.440042187666735e-06,1.7950594431203639e+22,1.008368512182077
u100,543.7975,133.32236842105263,6.181708192759666e-23,5.954182954163865e-06,1.7757528925791234e+22,1.0977186204373042
u100,549.64625,133.32236842105263,6.790492349833363e-23,6.505668168752706e-06,1.7568572215352984e+22,1.192992552258494
u100,555.4949999999999,133.32236842105263,7.446326422616531e-23,7.0963376478656906e-06,1.7383594516643643e+22,1.294439191693354
u100,561.34375,133.32236842105263,8.151796088855905e-23,7.728071648357435e-06,1.7202471455365735e+22,1.4023103952850573
u100,567.1925,133.32236842105263,8.909564259187242e-23,8.402789861691191e-06,1.7025083787290836e+22,1.516860780209146
u100,573.04125,133.32236842105263,9.722370661161593e-23,9.122450377450388e-06,1.6851317136459127e+22,1.638347513294398
u100,578.89,133.32236842105263,1.0593031354754348e-22,9.88904861959465e-06,1.6681061749249356e+22,1.7670301014039183
u100,584.73875,133.32236842105263,1.152443818260342e-22,1.0704616258762868e-05,1.6514212263208071e+22,1.9031701836173274
u100,590.5875,133.32236842105263,1.2519558158224868e-22,1.1571220103803659e-05,1.6350667489614932e+22,2.0470313256203077
u100,596.43625,133.32236842105263,1.3581432795443385e-22,1.2490960975587163e-05,1.6190330208841196e+22,2.1988788166741355
u100,602.285,133.32236842105263,1.471317738225275e-22,1.3465972566022943e-05,1.6033106977631783e+22,2.3589794695053072
u100,608.13375,133.32236842105263,1.5917980202288777e-22,1.4498420285077813e-05,1.587890794750819e+22,2.527601423424013
u100,613.9825,133.32236842105263,1.7199101707055156e-22,1.5590500098454965e-05,1.5727646693550648e+22,2.705013950950073
u100,619.83125,133.32236842105263,1.85598736419925e-22,1.674443735846366e-05,1.5579240052874002e+22,2.8914872681961
u100,625.68,133.32236842105263,2.0003698129423678e-22,1.796248563047683e-05,1.5433607972163022e+22,3.087292349230158
u100,631.52875,133.32236842105263,2.153404671134472e-22,1.924692551724303e-05,1.5290673363679736e+22,3.2927007446139394
u100,637.3775,133.32236842105263,2.3154459354961597e-22,2.060006348319026e-05,1.5150361969198721e+22,3.5079844042876775
u100,643.2262499999999,133.32236842105263,2.486854342379934e-22,2.202423068073175e-05,1.5012602231365652e+22,3.7334155049494355
u100,649.075,133.32236842105263,2.6679972617133214e-22,2.352178178046048e-05,1.4877325172010874e+22,3.969266282054368
u100,654.9237499999999,133.32236842105263,2.8592485880408846e-22,2.509509380699539e-05,1.4744464276983327e+22,4.215808866538384
u100,660.7725,133.32236842105263,3.060988628923823e-22,2.674656498212702e-05,1.461395538710064e+22,4.47331512635151
u100,666.6212499999999,133.32236842105263,3.273603990946947e-22,2.847861357679205e-05,1.4485736594839964e+22,4.742056512867435
u100,672.47,133.32236842105263,3.4974874635744927e-22,3.0293676773297847e-05,1.4359748146419854e+22,5.02230391221905
u100,678.3187499999999,133.32236842105263,3.7330379010870977e-22,3.219420953910744e-05,1.4235932348947982e+22,5.3143275015934694
u100,684.1675,133.32236842105263,3.9806601028239265e-22,3.41826835133958e-05,1.4114233482331386e+22,5.618396610505816
u100,690.0162499999999,133.32236842105263,4.240764691944428e-22,3.6261585907483165e-05,1.3994597715666784e+22,5.934779587056585
u100,695.865,133.32236842105263,4.513767992916181e-22,3.843341842016171e-05,1.3876973027847295e+22,6.263743669165826
u100,701.7137499999999,133.32236842105263,4.800091907925644e-22,4.070069616883366e-05,1.3761309132139652e+22,6.605554860764681
u100,707.5625,133.32236842105263,5.100163792400882e-22,4.30659466372985e-05,1.3647557404502018e+22,6.960477812915375
u100,713.41125,133.32236842105263,5.414416329825716e-22,4.553170864093529e-05,1.353567081542793e+22,7.328775709819835
u100,719.26,133.32236842105263,5.743287406017357e-22,4.810053130995524e-05,1.3425603865115479e+22,7.710710159669568
u100,725.10875,133.32236842105263,6.087219983030351e-22,5.07749730913163e-05,1.331731252177409e+22,8.106541090280356
