optimization_step,energy_eV,energy_relative_to_start_eV
0,-230.2199139862568,0.0
1,-230.22598355780138,-0.006069571544571772
2,-230.23738469667603,-0.017470710419217994
3,-230.2528048339575,-0.032890847700684844
4,-230.27067228154368,-0.050758295286868815
5,-230.2895718012831,-0.06965781502628943
6,-230.30863544339115,-0.08872145713434065
7,-230.32770496047823,-0.10779097422141604
8,-230.34918013273955,-0.1292661464827347
9,-230.37378126123593,-0.15386727497912034
10,-230.4017554767209,-0.18184149046408038
11,-230.4322339334546,-0.21231994719778413
12,-230.4637076829087,-0.24379369665189188
13,-230.49557078812177,-0.27565680186495456
14,-230.52780096058905,-0.30788697433223433
15,-230.558530333588,-0.3386163473311967
16,-230.58539431314426,-0.36548032688745025
17,-230.61055590884598,-0.3906419225891682
18,-230.63545607359225,-0.41554208733543874
19,-230.6556758282324,-0.43576184197559087
20,-230.6754810844938,-0.4555670982369975
21,-230.69398835459486,-0.4740743683380515
22,-230.71566015833554,-0.49574617207872507
23,-230.73815437067043,-0.5182403844136161
24,-230.763578549395,-0.5436645631381793
25,-230.7891349883036,-0.5692210020467883
26,-230.81640779614224,-0.5964938098854304
27,-230.84161362313444,-0.6216996368776222
28,-230.86505643085832,-0.6451424446015039
29,-230.88627064041515,-0.666356654158335
30,-230.90507093335316,-0.6851569470963454
31,-230.92311952697958,-0.7032055407227631
32,-230.93945136774437,-0.7195373814875552
33,-230.95422731301363,-0.7343133267568192
34,-230.96857473663323,-0.7486607503764162
35,-230.9821104562982,-0.7621964700413741
36,-230.99462263078607,-0.7747086445292553
37,-231.0067484750261,-0.7868344887692729
38,-231.0178183996336,-0.7979044133767843
39,-231.02809125963955,-0.8081772733827393
40,-231.03559629311673,-0.8156823068599124
41,-230.90504844858924,-0.685134462332428
42,-231.0344034527111,-0.8144894664542903
43,-231.04351102079744,-0.8235970345406258
44,-231.04204286147393,-0.8221288752171176
45,-231.04319792141382,-0.8232839351570078
46,-231.0447639970261,-0.8248500107692962
47,-231.04578660072121,-0.8258726144644015
48,-231.04585368947414,-0.8259397032173297
49,-231.04590063801606,-0.8259866517592513
50,-231.04598944374305,-0.8260754574862403
51,-231.04611088206474,-0.8261968958079251
52,-231.0462533977194,-0.8263394114625839
53,-231.04640550107428,-0.8264915148174623
54,-231.04655837944495,-0.8266443931881327
55,-231.0467081488905,-0.8267941626336892
56,-231.04687257626284,-0.8269585900060292
57,-231.0470628706825,-0.8271488844256965
58,-231.04729989916194,-0.8273859129051289
59,-231.0476100503481,-0.8276960640912989
60,-231.0480149469268,-0.8281009606699854
61,-231.04851890178338,-0.8286049155265687
62,-231.04910634797494,-0.8291923617181283
63,-231.0497666784732,-0.8298526922163774
64,-231.05053312822446,-0.8306191419676452
65,-231.05146304941678,-0.8315490631599687
66,-231.05255309426553,-0.8326391080087205
67,-231.05375072534503,-0.8338367390882127
68,-231.0550979812889,-0.8351839950320823
69,-231.05662129317705,-0.836707306920232
70,-231.0582292922524,-0.838315305995593
71,-231.0599649377565,-0.840050951499677
72,-231.06176504281206,-0.8418510565552424
73,-231.0636655462623,-0.8437515600055008
74,-231.06563433439038,-0.8457203481335682
75,-231.06780154953276,-0.8478875632759468
76,-231.07025185724382,-0.8503378709870049
77,-231.07313158292027,-0.8532175966634554
78,-231.07623853721282,-0.8563245509560033
79,-231.07736743533297,-0.8574534490761607
80,-231.08090368642155,-0.8609897001647369
81,-231.08096324868103,-0.861049262424217
82,-231.08105793539625,-0.8611439491394322
83,-231.08116775186642,-0.8612537656096038
84,-231.08130179354595,-0.8613878072891339
85,-231.08148231909843,-0.8615683328416139
86,-231.08171082053423,-0.8617968342774134
87,-231.0819673174537,-0.8620533311968757
88,-231.08227287890196,-0.8623588926451475
89,-231.08265895186997,-0.8627449656131603
90,-231.08315315270693,-0.8632391664501142
91,-231.08374811410027,-0.8638341278434609
92,-231.0844816900784,-0.8645677038215922
93,-231.0853867233127,-0.8654727370558817
94,-231.0864894373471,-0.8665754510902843
95,-231.08785434469877,-0.867940358441956
96,-231.0895468837963,-0.8696328975394749
97,-231.09165591472504,-0.8717419284682251
98,-231.09430926518587,-0.8743952789290574
99,-231.09750969344663,-0.877595707189812
100,-231.1008966825791,-0.8809826963222918
101,-231.09835163897498,-0.8784376527181621
102,-231.10699823780868,-0.8870842515518689
103,-231.10704353859109,-0.8871295523342724
104,-231.10713326436098,-0.887219278104169
105,-231.10726656267525,-0.8873525764184365
106,-231.10744339424173,-0.8875294079849141
107,-231.1076641957468,-0.8877502094899796
108,-231.1079288229352,-0.8880148366783942
109,-231.10823627915244,-0.8883222928956229
110,-231.10862526333682,-0.8887112770800059
111,-231.1091143154307,-0.8892003291738888
112,-231.1097255590164,-0.8898115727595837
113,-231.11048358934005,-0.890569603083236
114,-231.11141888242594,-0.8915048961691241
115,-231.11256770128813,-0.8926537150313152
116,-231.11396925471786,-0.8940552684610452
117,-231.11566889615773,-0.8957549099009157
118,-231.1177133581739,-0.897799371917074
119,-231.12014617602313,-0.9002321897663137
120,-231.12298960666396,-0.9030756204071508
121,-231.12622848467504,-0.9063144984182259
122,-231.1295736371929,-0.9096596509360779
123,-231.13111873968808,-0.9112047534312637
124,-231.13342555303956,-0.9135115667827449
125,-231.1334508236631,-0.9135368374062978
126,-231.13349616964922,-0.9135821833924069
127,-231.13355660989356,-0.913642623636747
128,-231.1336327721292,-0.9137187858723905
129,-231.1337295644842,-0.9138155782273998
130,-231.133849375426,-0.9139353891691826
131,-231.13398892362113,-0.9140749373643189
132,-231.13416140019626,-0.9142474139394494
133,-231.1343758639037,-0.914461877646886
134,-231.13464807234982,-0.9147340860930058
135,-231.1349861174004,-0.9150721311435746
136,-231.135398656029,-0.9154846697721837
137,-231.13591074157438,-0.9159967553175647
138,-231.13653264140663,-0.9166186551498186
139,-231.1372927017398,-0.9173787154829824
140,-231.13820820609305,-0.9182942198362412
141,-231.13931203626356,-0.9193980500067482
142,-231.14062919651587,-0.9207152102590612
143,-231.14218783691098,-0.9222738506541646
144,-231.14401099722255,-0.9240970109657383
145,-231.1460946189277,-0.9261806326708779
146,-231.14796129827778,-0.9280473120209649
147,-231.14180164838643,-0.9218876621296204
148,-231.14884936489835,-0.9289353786415404
149,-231.1499722156383,-0.9300582293814728
150,-231.15089904115683,-0.9309850549000203
151,-231.15052927000397,-0.9306152837471586
152,-231.15060812330506,-0.9306941370482491
153,-231.15073955860584,-0.930825572349022
154,-231.1508805432357,-0.9309665569788876
155,-231.1509868200253,-0.9310728337684964
156,-231.1510298629579,-0.9311158767010852
157,-231.15101662095293,-0.9311026346961171
158,-231.15101907723175,-0.9311050909749383
159,-231.15102384944595,-0.9311098631891355
160,-231.1510306690576,-0.9311166828007913
161,-231.15103916328587,-0.9311251770290596
162,-231.15104888974946,-0.9311349034926479
163,-231.1510593799827,-0.9311453937258989
164,-231.15107018941967,-0.9311562031628569
165,-231.15108206962896,-0.9311680833721425
166,-231.15109472783064,-0.9311807415738258
167,-231.15110800779945,-0.9311940215426375
168,-231.15112220999674,-0.9312082237399295
169,-231.15113842528933,-0.9312244390325191
170,-231.1511586358751,-0.9312446496182929
171,-231.15118537981755,-0.9312713935607349
172,-231.15122093315193,-0.9313069468951198
173,-231.1512662310816,-0.9313522448247795
174,-231.1513203439572,-0.9314063577003822
175,-231.15138204271227,-0.9314680564554578
176,-231.15145376698536,-0.9315397807285422
177,-231.15154297928495,-0.9316289930281414
178,-231.15165572498546,-0.9317417387286469
179,-231.15179019241236,-0.9318762061555503
180,-231.15194696735568,-0.932032981098871
181,-231.1521403502112,-0.9322263639543849
182,-231.15237404302155,-0.9324600567647394
183,-231.1526481966726,-0.9327342104157879
184,-231.15298291936904,-0.9330689331122244
185,-231.15337409906795,-0.9334601128111331
186,-231.15384386266368,-0.9339298764068644
187,-231.15439298966947,-0.9344790034126618
188,-231.15502976750594,-0.9351157812491238
189,-231.15575076430866,-0.9358367780518506
190,-231.156513161225,-0.9365991749681939
191,-231.15707526077313,-0.9371612745163134
192,-231.15750539812433,-0.9375914118675155
193,-231.1572419152152,-0.937327928958382
194,-231.15737617576093,-0.9374621895041173
195,-231.15752918621183,-0.9376151999550189
196,-231.15757630895462,-0.937662322697804
