optimization_step,energy_eV,energy_relative_to_start_eV
0,-238.05225433330378,0.0
1,-238.05259642531286,-0.00034209200907753257
2,-238.05306152514726,-0.0008071918434779946
3,-238.0610190380313,-0.00876470472752544
4,-238.0694472575001,-0.017192924196308468
5,-238.07978542047283,-0.02753108716905217
6,-238.09166722083359,-0.03941288752980654
7,-238.10411906128712,-0.05186472798334307
8,-238.11458581588363,-0.06233148257985022
9,-238.11826042196094,-0.0660060886571614
10,-238.1346827475803,-0.08242841427653502
11,-238.14626600140247,-0.09401166809868755
12,-238.1550076681471,-0.10275333484332805
13,-238.1611959489282,-0.10894161562441695
14,-238.16547566137507,-0.11322132807129037
15,-238.16853047960586,-0.11627614630208427
16,-238.17097948324817,-0.11872514994439598
17,-238.1717645131842,-0.11951017988042167
18,-238.1742157772821,-0.12196144397830722
19,-238.17606163812377,-0.1238073048199908
20,-238.17740168780597,-0.1251473545021895
21,-238.17810163411707,-0.12584730081329099
22,-238.1789312108839,-0.1266768775801097
23,-238.17982031077298,-0.12756597746920306
24,-238.18069522548296,-0.12844089217918508
25,-238.18137098172264,-0.12911664841885795
26,-238.18196140466142,-0.12970707135764314
27,-238.18255245633532,-0.13029812303153676
28,-238.18302881549937,-0.13077448219559074
29,-238.18331900284187,-0.13106466953809104
30,-238.18353872020106,-0.13128438689727773
31,-238.18375949239066,-0.13150515908688476
32,-238.18393617766975,-0.1316818443659713
33,-238.18404197499166,-0.13178764168787893
34,-238.1841133587929,-0.13185902548912054
35,-238.18420012489406,-0.13194579159028308
36,-238.18431582508236,-0.13206149177858606
37,-238.18442915370252,-0.1321748203987454
38,-238.1845072688867,-0.13225293558292606
