image,height_A,energy_eV,interaction_energy_eV
0,6.5,-216.45921743207896,3.552713678800501e-15
1,5.0,-216.45921743207896,3.552713678800501e-15
2,4.0,-216.40142590078779,0.05779153129117631
3,3.25,-216.3962452579267,0.06297217415226797
4,2.75,-216.35193349601047,0.1072839360684874
5,2.25,-216.21678155527508,0.242435876803885
6,1.9,-216.10184054055043,0.3573768915285349
7,1.6,-215.99510754544252,0.4641098866364395
8,1.3,-215.4265595805408,1.0326578515381506
