image,height_A,energy_eV,interaction_energy_eV
0,6.5,-238.34581816554368,1.0658141036401503e-14
1,5.0,-238.34581816554368,1.0658141036401503e-14
2,4.0,-238.39225595605092,-0.0464377905072304
3,3.25,-238.43125728664404,-0.08543912110035379
4,2.75,-238.52612593889853,-0.18030777335484416
5,2.25,-238.67759938312633,-0.3317812175826482
6,1.9,-238.6513971616082,-0.305578996064515
7,1.6,-238.43797499279026,-0.0921568272465727
8,1.3,-236.4864041532826,1.8594140122610945
