image,height_A,energy_eV,interaction_energy_eV
0,6.5,-279.47873016159576,7.105427357601002e-15
1,5.0,-279.47873016159576,7.105427357601002e-15
2,4.0,-279.4589402307053,0.019789930890460994
3,3.25,-279.3926230052752,0.08610715632057264
4,2.75,-279.37161755600283,0.10711260559293834
5,2.25,-279.366169029488,0.1125611321077784
6,1.9,-279.2001403440053,0.27858981759045065
7,1.6,-278.97683305901455,0.5018971025812178
8,1.3,-278.70116530850464,0.7775648530911283
