image,height_A,energy_eV,interaction_energy_eV
0,6.5,-186.2334299664767,-1.4210854715202004e-14
1,5.0,-186.2334299664767,-1.4210854715202004e-14
2,4.0,-186.20731117582298,0.0261187906537117
3,3.25,-186.32762218411432,-0.09419221763762664
4,2.75,-186.61475253880926,-0.3813225723325644
5,2.25,-186.80583201338405,-0.5724020469073565
6,1.9,-186.6152721550997,-0.381842188622997
7,1.6,-186.42122582086313,-0.18779585438643664
8,1.3,-186.30629167160922,-0.07286170513252443
