optimization_step,energy_eV,energy_relative_to_start_eV
0,-219.64897025581294,0.0
1,-219.64898259079501,-1.2334982073980427e-05
2,-219.6490069423204,-3.6686507456806794e-05
3,-219.6490427022886,-7.244647565585183e-05
4,-219.64908902826969,-0.00011877245674440928
5,-219.6491449181023,-0.00017466228936768857
6,-219.64920929156992,-0.00023903575697659107
7,-219.64928106424526,-0.00031080843231734434
8,-219.64936781574082,-0.00039755992787604555
9,-219.64947106898603,-0.0005008131730903642
10,-219.64959207214503,-0.0006218163320852454
11,-219.64973150062488,-0.000761244811940287
12,-219.64988897784272,-0.0009187220297803833
13,-219.65006251731504,-0.0010922615020945159
14,-219.6502482702018,-0.0012780143888733164
