image,height_A,energy_eV,interaction_energy_eV
0,6.5,-173.24532925477908,5.329070518200751e-15
1,5.0,-173.24532925477908,5.329070518200751e-15
2,4.0,-173.22644299575265,0.018886259026436036
3,3.25,-173.4430180884627,-0.1976888336836229
4,2.75,-173.87447255803346,-0.6291433032543754
5,2.25,-174.0834519193621,-0.8381226645830058
6,1.9,-173.89682920656915,-0.6514999517900666
7,1.6,-173.56227268023903,-0.31694342545994836
8,1.3,-173.16353217494424,0.08179707983484796
