image,height_A,energy_eV,interaction_energy_eV
0,6.5,-213.19415102870036,-1.9539925233402755e-14
1,5.0,-213.19415102870036,-1.9539925233402755e-14
2,4.0,-213.38622551075943,-0.1920744820590894
3,3.25,-213.7996334638796,-0.6054824351792458
4,2.75,-214.09668750011573,-0.9025364714153934
5,2.25,-214.51876569874432,-1.3246146700439763
6,1.9,-214.72879141862205,-1.5346403899217105
7,1.6,-214.2415348357575,-1.0473838070571642
8,1.3,-211.8747782935981,1.3193727351022435
