image,height_A,energy_eV,interaction_energy_eV
0,6.5,-272.945558839413,3.6415315207705135e-14
1,5.0,-272.945558839413,3.6415315207705135e-14
2,4.0,-272.93642899646153,0.009129842951531408
3,3.25,-272.9602964776515,-0.01473763823846408
4,2.75,-273.0521932703629,-0.10663443094985947
5,2.25,-273.1133364177323,-0.16777757831922369
6,1.9,-273.0658825388611,-0.12032369944804255
7,1.6,-272.8613833502838,0.08417548912925898
8,1.3,-272.26548692687584,0.6800719125372234
