image,height_A,energy_eV,interaction_energy_eV
0,6.5,-224.50426918608136,-1.0658141036401503e-14
1,5.0,-224.50426918608136,-1.0658141036401503e-14
2,4.0,-224.47736972040371,0.02689946567763357
3,3.25,-224.51463517043666,-0.010365984355313884
4,2.75,-224.54612520051708,-0.04185601443573361
5,2.25,-224.53054897941556,-0.026279793334207824
6,1.9,-224.44228663786643,0.06198254821491744
7,1.6,-224.0792679498174,0.4250012362639559
8,1.3,-222.94981831980536,1.5544508662759888
