image,height_A,energy_eV,interaction_energy_eV
0,6.5,-199.31249491099615,1.0658141036401503e-14
1,5.0,-199.31249491099615,1.0658141036401503e-14
2,4.0,-199.31524469792117,-0.0027497869250119322
3,3.25,-199.40194869230095,-0.08945378130478687
4,2.75,-199.42591543440554,-0.1134205234093777
5,2.25,-199.47190771776172,-0.15941280676556246
6,1.9,-199.52501351550637,-0.21251860451021187
7,1.6,-199.5635390197466,-0.25104410875043826
8,1.3,-199.45252385679913,-0.1400289458029711
