image,height_A,energy_eV,interaction_energy_eV
0,6.5,-224.50426918608136,-1.0658141036401503e-14
1,5.0,-224.50426918608136,-1.0658141036401503e-14
2,4.0,-224.4639407047224,0.0403284813589444
3,3.25,-224.43635544617317,0.06791373990818173
4,2.75,-224.42174964625335,0.08251953982800231
5,2.25,-224.33451914929884,0.16975003678250644
6,1.9,-224.05043149627292,0.4538376898084273
7,1.6,-223.3892604165894,1.1150087694919542
8,1.3,-221.00346163262486,3.500807553456486
