site,orientation,image,height_A,energy_eV,interaction_energy_eV
atop_Si,upright,0,6.5,-187.83852526514107,-1.5987211554602254e-14
atop_Si,upright,1,5.0,-187.83852526514107,-1.5987211554602254e-14
atop_Si,upright,2,4.0,-187.99430303731887,-0.15577777217781552
atop_Si,upright,3,3.25,-188.06936441970245,-0.23083915456139614
atop_Si,upright,4,2.75,-188.05434572855052,-0.21582046340945915
atop_Si,upright,5,2.25,-187.94910244308642,-0.11057717794536082
atop_Si,upright,6,1.9,-187.6300609715922,0.20846429354885565
atop_Si,upright,7,1.6,-186.66371697392472,1.1748082912163351
atop_Si,upright,8,1.3,-182.14020744402538,5.698317821115678
atop_Si,parallel,0,6.5,-187.83852526514107,-1.5987211554602254e-14
atop_Si,parallel,1,5.0,-187.83852526514107,-1.5987211554602254e-14
atop_Si,parallel,2,4.0,-187.96833529808373,-0.12981003294267346
atop_Si,parallel,3,3.25,-188.07121021086934,-0.23268494572828224
atop_Si,parallel,4,2.75,-188.02831179902194,-0.18978653388087885
atop_Si,parallel,5,2.25,-187.7122090960311,0.1263161691099537
atop_Si,parallel,6,1.9,-187.25305666384554,0.5854686012955153
atop_Si,parallel,7,1.6,-186.29116908594662,1.547356179194436
atop_Si,parallel,8,1.3,-182.65475887185747,5.183766393283589
atop_Si,flipped,0,6.5,-187.83852526514107,-1.5987211554602254e-14
atop_Si,flipped,1,5.0,-187.83852526514107,-1.5987211554602254e-14
atop_Si,flipped,2,4.0,-187.87445532021883,-0.03593005507777214
atop_Si,flipped,3,3.25,-187.9720905268184,-0.13356526167733485
atop_Si,flipped,4,2.75,-188.0827017425461,-0.2441764774050501
atop_Si,flipped,5,2.25,-188.12322816296,-0.2847028978189474
atop_Si,flipped,6,1.9,-187.87367347586928,-0.03514821072822549
atop_Si,flipped,7,1.6,-186.6798361200339,1.1586891451071448
atop_Si,flipped,8,1.3,-183.22708109720486,4.611444167936197
bridge_Si_Si,upright,0,6.5,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,upright,1,5.0,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,upright,2,4.0,-187.9632061666029,-0.1246809014618453
bridge_Si_Si,upright,3,3.25,-188.18241606949798,-0.3438908043569189
bridge_Si_Si,upright,4,2.75,-188.30537510779524,-0.4668498426541863
bridge_Si_Si,upright,5,2.25,-188.434984553307,-0.5964592881659474
bridge_Si_Si,upright,6,1.9,-188.38360224513215,-0.5450769799910962
bridge_Si_Si,upright,7,1.6,-188.27944650108694,-0.44092123594588095
bridge_Si_Si,upright,8,1.3,-188.2277863465446,-0.3892610814035482
bridge_Si_Si,parallel,0,6.5,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,parallel,1,5.0,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,parallel,2,4.0,-187.92975788966064,-0.09123262451957892
bridge_Si_Si,parallel,3,3.25,-188.11248060901934,-0.2739553438782867
bridge_Si_Si,parallel,4,2.75,-188.22068508384513,-0.38215981870406956
bridge_Si_Si,parallel,5,2.25,-188.26164710989508,-0.42312184475402326
bridge_Si_Si,parallel,6,1.9,-188.14573900529265,-0.30721374015159775
bridge_Si_Si,parallel,7,1.6,-187.9538257539726,-0.11530048883155253
bridge_Si_Si,parallel,8,1.3,-187.34027944824896,0.49824581689209246
bridge_Si_Si,flipped,0,6.5,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,flipped,1,5.0,-187.83852526514107,-1.5987211554602254e-14
bridge_Si_Si,flipped,2,4.0,-187.85132387079065,-0.012798605649594563
bridge_Si_Si,flipped,3,3.25,-187.88249951014262,-0.043974245001566103
bridge_Si_Si,flipped,4,2.75,-187.93160530633816,-0.09308004119709956
bridge_Si_Si,flipped,5,2.25,-188.05816783080928,-0.2196425656682255
bridge_Si_Si,flipped,6,1.9,-188.0842527622156,-0.2457274970745562
bridge_Si_Si,flipped,7,1.6,-187.99405795177165,-0.15553268663059505
bridge_Si_Si,flipped,8,1.3,-187.72997213237315,0.10855313276790746
hollow,upright,0,6.5,-187.83852526514107,-1.5987211554602254e-14
hollow,upright,1,5.0,-187.83852526514107,-1.5987211554602254e-14
hollow,upright,2,4.0,-187.85120842123737,-0.012683156096317205
hollow,upright,3,3.25,-188.13365199705612,-0.29512673191506344
hollow,upright,4,2.75,-188.3656142390153,-0.5270889738742301
hollow,upright,5,2.25,-188.48665156614757,-0.6481263010065152
hollow,upright,6,1.9,-188.5336075655369,-0.6950823003958408
hollow,upright,7,1.6,-188.49945878625866,-0.6609335211176006
hollow,upright,8,1.3,-188.50171797712758,-0.6631927119865271
hollow,parallel,0,6.5,-187.83852526514107,-1.5987211554602254e-14
hollow,parallel,1,5.0,-187.83852526514107,-1.5987211554602254e-14
hollow,parallel,2,4.0,-187.8726661360143,-0.03414087087323203
hollow,parallel,3,3.25,-188.0969648466863,-0.2584395815452343
hollow,parallel,4,2.75,-188.21731937186067,-0.3787941067196119
hollow,parallel,5,2.25,-188.27864438102807,-0.4401191158870166
hollow,parallel,6,1.9,-188.3044424677516,-0.4659172026105569
hollow,parallel,7,1.6,-188.2773217243195,-0.4387964591784499
hollow,parallel,8,1.3,-188.1952792846354,-0.35675401949434793
hollow,flipped,0,6.5,-187.83852526514107,-1.5987211554602254e-14
hollow,flipped,1,5.0,-187.83852526514107,-1.5987211554602254e-14
hollow,flipped,2,4.0,-187.84063857501323,-0.00211330987217373
hollow,flipped,3,3.25,-187.84711537870646,-0.008590113565405844
hollow,flipped,4,2.75,-187.85503718191228,-0.016511916771223767
hollow,flipped,5,2.25,-187.91375342422086,-0.07522815907980096
hollow,flipped,6,1.9,-188.02554472267153,-0.18701945753046978
hollow,flipped,7,1.6,-188.11017281723514,-0.2716475520940822
hollow,flipped,8,1.3,-188.12567148415954,-0.28714621901848325
