image,height_A,energy_eV,interaction_energy_eV
0,6.5,-268.16586275470456,-2.7977620220553945e-14
1,5.0,-268.16586275470456,-2.7977620220553945e-14
2,4.0,-268.1510924850489,0.014770269655656865
3,3.25,-268.25633501604574,-0.09047226134120434
4,2.75,-268.5668260646613,-0.40096330995677887
5,2.25,-268.868292777741,-0.7024300230364413
6,1.9,-268.872741247774,-0.7068784930694672
7,1.6,-268.93029083572907,-0.764428081024533
8,1.3,-268.9197749032377,-0.7539121485331459
