image,height_A,energy_eV,interaction_energy_eV
0,6.5,-293.4365784659072,0.0
1,5.0,-293.4365784659072,0.0
2,4.0,-293.44284282234116,-0.006264356433973717
3,3.25,-293.5031229882225,-0.0665445223153256
4,2.75,-293.5385563261479,-0.10197786024070865
5,2.25,-293.40731864346185,0.029259822445339978
6,1.9,-292.90787325099575,0.5287052149114402
7,1.6,-291.8028000333578,1.6337784325493772
8,1.3,-289.91621156167776,3.5203669042294337
