optimization_step,energy_eV,energy_relative_to_start_eV
157,-289.491545474444,-4.867917230879129
158,-289.4930873478643,-4.869459104299381
159,-289.49484396219714,-4.871215718632243
160,-289.49582905263355,-4.872200809068659
161,-289.496951259094,-4.873323015529081
162,-289.49697622570466,-4.873347982139762
163,-289.4970134060078,-4.873385162442901
164,-289.49705188529856,-4.873423641733666
165,-289.4970957363363,-4.873467492771397
166,-289.4971568030469,-4.873528559481997
167,-289.49723730857414,-4.873609065009248
168,-289.4973274516233,-4.873699208058383
169,-289.4974301833772,-4.873801939812324
170,-289.497557105531,-4.873928861966078
171,-289.4977224646193,-4.874094221054406
172,-289.497916785747,-4.874288542182114
173,-289.4981473277644,-4.874519084199505
174,-289.4984318480672,-4.87480360450229
175,-289.4987587725646,-4.875130528999705
176,-289.4991543197277,-4.875526076162828
177,-289.4996132169501,-4.8759849733851865
178,-289.5001472012701,-4.87651895770523
179,-289.5007698909211,-4.877141647356211
180,-289.5014740152585,-4.8778457716936146
181,-289.50216307408766,-4.878534830522767
182,-289.5021194446494,-4.8784912010845005
183,-289.50333455397447,-4.879706310409574
184,-289.5033420404046,-4.879713796839724
185,-289.50335651310155,-4.879728269536656
186,-289.5033774636079,-4.8797492200429815
187,-289.5034048704657,-4.879776626900821
188,-289.5034391219953,-4.879810878430419
189,-289.50348043572035,-4.879852192155454
190,-289.5035285233548,-4.879900279789922
191,-289.50358909814946,-4.879960854584567
192,-289.5036649428218,-4.880036699256891
193,-289.5037598425886,-4.880131599023684
194,-289.50387758795864,-4.8802493443937465
195,-289.5040224989148,-4.880394255349927
196,-289.5042005417261,-4.880572298161212
197,-289.50441767702864,-4.880789433463747
198,-289.50468202482654,-4.881053781261642
199,-289.5050019065279,-4.881373662963028
200,-289.5053885125944,-4.881760269029485
201,-289.50585440165185,-4.882226158086951
202,-289.5064147713987,-4.882786527833787
203,-289.5070870015854,-4.883458758020481
204,-289.5078740109029,-4.8842457673380295
205,-289.5084670379256,-4.8848387943606895
206,-289.5043310504528,-4.880702806887882
207,-289.50913676363405,-4.885508520069152
208,-289.5095660150112,-4.885937771446322
209,-289.5099036299699,-4.886275386405032
210,-289.5097671662943,-4.886138922729401
211,-289.5097967898255,-4.886168546260592
212,-289.50984668304176,-4.886218439476863
213,-289.509901308778,-4.886273065213118
214,-289.5099443003935,-4.886316056828605
215,-289.5099646592296,-4.886336415664687
216,-289.50996391661323,-4.886335673048336
217,-289.5099649005179,-4.886336656953006
218,-289.5099668198918,-4.886338576326921
219,-289.5099695821808,-4.886341338615921
220,-289.50997305925085,-4.886344815685959
221,-289.509977099753,-4.886348856188079
222,-289.50998154459444,-4.886353301029544
223,-289.5099862444666,-4.88635800090168
224,-289.50999159205685,-4.886363348491955
225,-289.5099975597033,-4.886369316138428
226,-289.5100041797471,-4.886375936182219
227,-289.5100116477947,-4.886383404229832
228,-289.5100204350888,-4.886392191523896
229,-289.5100313380766,-4.8864030945117065
230,-289.51004538703984,-4.886417143474944
231,-289.51006357870455,-4.886435335139652
232,-289.5100865066416,-4.88645826307669
233,-289.5101141850507,-4.88648594148583
