image,height_A,energy_eV,interaction_energy_eV
0,6.5,-199.31249491099615,7.105427357601002e-15
1,5.0,-199.31249491099615,7.105427357601002e-15
2,4.0,-199.35496254497934,-0.042467633983186204
3,3.25,-199.36228524910575,-0.04979033810959521
4,2.75,-199.27914158129312,0.03335332970303995
5,2.25,-198.9706257815324,0.3418691294637668
6,1.9,-198.62122981352937,0.6912650974667898
7,1.6,-198.030732096288,1.2817628147081521
8,1.3,-196.400316448037,2.9121784629591687
