recipe_id,energy_ev,dose_s,ion_s,temperature_k,epc_nm,data_origin
0,21.751669811505806,3.2602391969176794,1.7658927521290848,443.8013987000542,0.06481147427222672,synthetic_uncalibrated_model
1,70.01558535491836,2.1753424072292433,2.5539787168613826,321.61770197530524,0.14993441684933062,synthetic_uncalibrated_model
2,14.875862040801396,3.8589275231751268,5.475877278570529,347.1571226754165,0.0,synthetic_uncalibrated_model
3,78.28337081869644,4.5331695818882976,4.735030126772803,437.7344334469324,0.2256646365815913,synthetic_uncalibrated_model
4,86.97547103987229,3.4619021733514486,2.689195125665967,335.633076814009,0.1914637204488806,synthetic_uncalibrated_model
5,33.05126986009956,0.22193981865651388,1.9451006379380475,305.96494807272745,0.019560420121186528,synthetic_uncalibrated_model
6,82.84247970897445,5.991028372059948,3.7659870787344576,431.1747122775532,0.21625692029715304,synthetic_uncalibrated_model
7,39.4287921341739,0.9442969623114806,4.905514869376124,424.4308426473787,0.06465759160635415,synthetic_uncalibrated_model
8,30.01800659811138,5.153236622924956,3.950231411824006,293.42434610157386,0.12951033560083636,synthetic_uncalibrated_model
9,27.49184900036316,3.166354226056774,5.159853397192186,485.09875719663944,0.07659676795327097,synthetic_uncalibrated_model
10,49.86595380387384,2.5045874894004596,5.552878405454583,441.02561983512464,0.14049296072684836,synthetic_uncalibrated_model
11,48.275452475636,3.289467892896632,1.050108418466578,320.7544360713699,0.11056291936506923,synthetic_uncalibrated_model
12,42.398342829391616,4.795120783958633,1.3353167312921632,487.9560960988655,0.0790248831787066,synthetic_uncalibrated_model
13,84.164933030565,4.817010780828961,0.8510900333289423,405.845621977931,0.1372628278738398,synthetic_uncalibrated_model
14,75.08587624280656,4.683159585499046,2.8130874821175533,398.39690143611006,0.1833691333171621,synthetic_uncalibrated_model
15,81.58738865818601,4.50328540924809,3.6231648982168827,398.9976582138162,0.21202640299743514,synthetic_uncalibrated_model
16,67.6644448656246,5.32917094950092,4.176567794934391,422.1338357689549,0.19519228312848314,synthetic_uncalibrated_model
17,20.252972531732226,4.458776307840071,1.1502652377372249,473.5165913935983,0.035204036563540875,synthetic_uncalibrated_model
18,7.089537021657859,2.2556231018233945,4.98325010800027,478.8913714355872,0.0,synthetic_uncalibrated_model
19,45.97691039523306,5.923396035649307,1.5954180492280194,388.65267495309837,0.1293097948297629,synthetic_uncalibrated_model
20,38.426041789626346,2.939080605605497,5.3632599978943,379.4005152939086,0.11865711072209922,synthetic_uncalibrated_model
21,12.289605263934547,4.290380606417373,0.3432662486834449,463.1123985105054,0.0,synthetic_uncalibrated_model
22,56.0257179592355,2.9808112173975796,5.716416864015565,313.17819935533515,0.17668868283015826,synthetic_uncalibrated_model
23,57.828724348251626,2.1566560528596157,5.80172717714084,455.94795179307687,0.16024571912242958,synthetic_uncalibrated_model
24,10.73629631330439,0.8795536365315235,3.8742481654491328,350.53423838905553,0.0,synthetic_uncalibrated_model
25,80.76383313507698,0.39040412430091076,4.374463806463975,371.1467281014336,0.13851173539000705,synthetic_uncalibrated_model
26,64.2484857278352,5.275549592843452,2.29178724326056,446.2508348155786,0.15056427346509615,synthetic_uncalibrated_model
27,36.810990376694946,3.3310519207843075,1.5078978116404822,315.7459379667582,0.10729448685827192,synthetic_uncalibrated_model
28,43.97651317927496,5.835020347994084,2.212164379536395,307.7464441992162,0.1350621055182033,synthetic_uncalibrated_model
29,83.51973312471881,1.2191810043741367,2.8457082114478665,328.7655629300427,0.1482923665524688,synthetic_uncalibrated_model
30,88.2839974425189,4.955983633209582,5.996107644572459,301.62908102751925,0.2938466852056636,synthetic_uncalibrated_model
31,48.13642808766984,5.239730110675448,1.9285454597440357,391.4703490503865,0.1359076889368379,synthetic_uncalibrated_model
32,87.93914646674675,4.405725758001184,2.028074230356503,297.3161997965399,0.1793157234134496,synthetic_uncalibrated_model
33,31.840701586917707,3.126198969947223,3.114949989064529,341.8358058466677,0.1171407357366186,synthetic_uncalibrated_model
34,72.76189427245686,2.7512063259534134,4.627202048118932,427.6703078126333,0.2006995419519606,synthetic_uncalibrated_model
35,60.45807845217779,2.658631474478972,2.2231783118409973,495.5798424099786,0.10137461524967828,synthetic_uncalibrated_model
36,44.52932344461062,0.4564440905293581,0.22299799152874172,490.5113443082521,0.015697578071276766,synthetic_uncalibrated_model
37,65.80228535839117,0.375566318193016,0.8916006066191663,293.9284736734004,0.04445965569098598,synthetic_uncalibrated_model
38,49.39905333933686,3.577587396508747,5.534057836932038,488.5320873400878,0.11800065412411209,synthetic_uncalibrated_model
39,23.406993190419406,1.1297609879321704,5.828208841997714,383.5226371232665,0.07322204627065354,synthetic_uncalibrated_model
40,58.71751577807616,5.174183829013189,3.362044823857189,417.4356971690722,0.1649721143892564,synthetic_uncalibrated_model
41,37.17060578204472,1.7422778009782158,4.85550187902749,496.8920677823895,0.06014967657439857,synthetic_uncalibrated_model
42,69.20346245398491,4.573264793508503,2.760028005898229,363.333495559133,0.1748249604506812,synthetic_uncalibrated_model
43,30.728460682044954,2.453729241693056,5.024443858408328,420.8603098729194,0.10750901751731762,synthetic_uncalibrated_model
44,20.64856835859173,0.14644518884430127,2.0870242510085624,414.4945799665584,0.011907902800203506,synthetic_uncalibrated_model
45,64.83814561152599,2.824442693951427,5.100302622450937,286.3319969421658,0.19377442410603485,synthetic_uncalibrated_model
46,61.5967104943013,3.8030953011508615,1.6960579640597275,443.11888541426924,0.13437283515359,synthetic_uncalibrated_model
47,40.36346002371354,4.37462096059418,5.0349437688425835,418.804581824209,0.12655603745174537,synthetic_uncalibrated_model
48,85.270043560508,1.4905971502692428,0.5538720510305897,353.5981325953539,0.08964388669589496,synthetic_uncalibrated_model
49,16.555097365005693,1.4425006559301483,2.948758089627219,475.40413118720295,0.021151772597511873,synthetic_uncalibrated_model
50,62.92125459960546,4.203642375673752,2.151137710948486,405.22142616749005,0.15288157603671915,synthetic_uncalibrated_model
51,15.615745433943772,2.4401955423672406,3.3204863196489027,282.2727741547279,0.01886209480814767,synthetic_uncalibrated_model
52,13.551908102395117,4.870411354714362,4.769561340857086,438.8449558279016,0.0,synthetic_uncalibrated_model
53,77.25014898131948,5.548091135121286,3.8006179526192723,395.60487124327017,0.21108800711086262,synthetic_uncalibrated_model
54,46.74890696185647,5.487264473112992,2.315838913664544,360.0979124793634,0.13935290794356092,synthetic_uncalibrated_model
55,10.11265125936422,5.424354329159578,1.4522586026929287,410.70127252695056,0.0,synthetic_uncalibrated_model
56,19.419156802461135,3.191747111461399,1.8504166328189149,337.4832533647508,0.05716220849668477,synthetic_uncalibrated_model
57,51.72743840239928,1.984962541545864,5.9013437216978355,318.8108972636751,0.1472288517512793,synthetic_uncalibrated_model
58,70.10054912084242,1.6858074135618533,4.8046497108793655,428.1487546762902,0.17812179686218588,synthetic_uncalibrated_model
59,21.29119190521719,2.6911710597610323,3.602302835738561,413.87490875555886,0.09157074859312625,synthetic_uncalibrated_model
60,29.019520060429432,1.6304592123350121,4.422089215799985,409.7127397661579,0.09026114193621632,synthetic_uncalibrated_model
61,74.3241301190664,1.258440157599387,0.4409505294664181,356.6346426153109,0.07184940273086415,synthetic_uncalibrated_model
62,6.079643408674918,4.0444319975812215,4.034012554289673,330.0715004766757,0.0,synthetic_uncalibrated_model
63,6.690771601746207,1.9323261451452112,1.4258100942055805,331.99903795583157,0.0,synthetic_uncalibrated_model
64,27.69993480553881,3.9209285885067238,0.7422445526872223,339.1345671404186,0.06021856731037237,synthetic_uncalibrated_model
65,62.67636933002829,0.5229256349711531,3.1739767611238126,343.3464701152059,0.08711391556134018,synthetic_uncalibrated_model
66,17.005605545613804,1.106432522155171,2.6681261837047363,461.92347697701365,0.025593837162004238,synthetic_uncalibrated_model
67,50.74361987959723,2.9107439586219925,5.674790367858835,369.074834971829,0.15720138166799225,synthetic_uncalibrated_model
68,68.71455106036477,5.696189464726135,0.11471706478033526,310.26094765231994,0.03680695530649139,synthetic_uncalibrated_model
69,37.99195903718028,4.732213243762256,1.2581052409438738,354.16211751639935,0.10792800470857566,synthetic_uncalibrated_model
70,18.91644234163213,5.11585280768266,0.4117437910975318,289.88386510403836,0.014821291563542525,synthetic_uncalibrated_model
71,78.99566581720207,1.8323754038152436,0.7891359429095874,334.3578506995226,0.10647218857427954,synthetic_uncalibrated_model
72,85.66782030749219,0.3257823107255319,4.071739019786309,365.84819054201307,0.1365340247457114,synthetic_uncalibrated_model
73,86.06553469635519,3.0454315036303026,3.518147717074791,393.6048149088744,0.20819885849229736,synthetic_uncalibrated_model
74,63.451066344922964,0.7083441195811391,0.2945397071050716,345.92698186938264,0.042334168693296065,synthetic_uncalibrated_model
75,9.13113523328796,3.735204234143457,5.606540613968039,316.92867944186025,0.0,synthetic_uncalibrated_model
76,89.43051849804361,3.489605341742174,4.230687281039124,481.71325062756125,0.21017539210317215,synthetic_uncalibrated_model
