image,height_A,energy_eV,interaction_energy_eV
0,6.5,-279.47873016159576,7.105427357601002e-15
1,5.0,-279.47873016159576,7.105427357601002e-15
2,4.0,-279.5054041755617,-0.026674013965923393
3,3.25,-279.60584143777965,-0.12711127618387508
4,2.75,-279.75169106157307,-0.2729608999772992
5,2.25,-279.8704687846017,-0.3917386230059421
6,1.9,-279.9463471046801,-0.4676169430843444
7,1.6,-280.00753878618815,-0.5288086245923793
8,1.3,-279.9692705296483,-0.49054036805255663
