image,height_A,energy_eV,interaction_energy_eV
0,6.5,-234.38053170786142,-7.105427357601002e-15
1,5.0,-234.38053170786142,-7.105427357601002e-15
2,4.0,-234.37887445302013,0.0016572548412838728
3,3.25,-234.38071658074534,-0.0001848728839277669
4,2.75,-234.33367764970367,0.04685405815774146
5,2.25,-234.2228638223929,0.15766788546851984
6,1.9,-234.28698266980567,0.09354903805574821
7,1.6,-234.14021401050093,0.24031769736048858
8,1.3,-230.38783192499162,3.992699782869799
