image,height_A,energy_eV,interaction_energy_eV
0,6.5,-181.29038100878148,-1.0658141036401503e-14
1,5.0,-181.29038100878148,-1.0658141036401503e-14
2,4.0,-181.30946666007662,-0.019085651295153383
3,3.25,-181.4574847229693,-0.167103714187828
4,2.75,-181.65404018291747,-0.363659174136
5,2.25,-181.9406929794472,-0.6503119706657223
6,1.9,-182.14260144122858,-0.8522204324471083
7,1.6,-182.23107503506372,-0.9406940262822552
8,1.3,-182.18750675076558,-0.8971257419841088
