      Step     Time          Energy          fmax
BFGS:    0 03:00:56   -20286.170567        7.536082
BFGS:    1 03:00:56   -20286.427729        2.471682
BFGS:    2 03:00:56   -20286.476737        0.715251
BFGS:    3 03:00:56   -20286.497061        0.797044
BFGS:    4 03:00:56   -20286.511753        0.887249
BFGS:    5 03:00:56   -20286.532844        1.061481
BFGS:    6 03:00:56   -20286.549546        1.044890
BFGS:    7 03:00:56   -20286.633872        1.203819
BFGS:    8 03:00:56   -20286.704999        0.923007
BFGS:    9 03:00:56   -20286.790070        0.717632
BFGS:   10 03:00:56   -20286.878229        0.691564
BFGS:   11 03:00:57   -20286.943235        0.740544
BFGS:   12 03:00:57   -20287.004472        0.635316
BFGS:   13 03:00:57   -20287.056948        0.503004
BFGS:   14 03:00:57   -20287.098796        0.403762
BFGS:   15 03:00:57   -20287.133331        0.361515
BFGS:   16 03:00:57   -20287.149226        0.316626
BFGS:   17 03:00:57   -20287.177558        0.354575
BFGS:   18 03:00:57   -20287.200590        0.342969
BFGS:   19 03:00:57   -20287.233312        0.364993
BFGS:   20 03:00:58   -20287.254307        0.265182
BFGS:   21 03:00:58   -20287.281736        0.211523
BFGS:   22 03:00:58   -20287.295801        0.137020
BFGS:   23 03:00:58   -20287.304941        0.100187
BFGS:   24 03:00:58   -20287.310596        0.082769
BFGS:   25 03:00:58   -20287.315911        0.068763
BFGS:   26 03:00:58   -20287.321182        0.073131
BFGS:   27 03:00:58   -20287.322990        0.067605
BFGS:   28 03:00:58   -20287.328849        0.067340
BFGS:   29 03:00:59   -20287.335232        0.076323
BFGS:   30 03:00:59   -20287.342413        0.088890
BFGS:   31 03:00:59   -20287.348668        0.083273
BFGS:   32 03:00:59   -20287.355904        0.072442
BFGS:   33 03:00:59   -20287.361058        0.051281
BFGS:   34 03:00:59   -20287.364687        0.032014
