      Step     Time          Energy          fmax
BFGS:    0 02:58:51   -20287.269516        3.397017
BFGS:    1 02:58:51   -20287.419435        1.689867
BFGS:    2 02:58:51   -20287.462840        0.768439
BFGS:    3 02:58:51   -20287.468620        0.155712
BFGS:    4 02:58:52   -20287.470203        0.143675
BFGS:    5 02:58:52   -20287.471797        0.126582
BFGS:    6 02:58:52   -20287.472629        0.075515
BFGS:    7 02:58:52   -20287.472886        0.057451
BFGS:    8 02:58:52   -20287.473148        0.068631
BFGS:    9 02:58:52   -20287.473598        0.102690
BFGS:   10 02:58:52   -20287.474199        0.128135
BFGS:   11 02:58:52   -20287.474772        0.101652
BFGS:   12 02:58:52   -20287.475125        0.052889
BFGS:   13 02:58:53   -20287.475300        0.034978
