site,orientation,image,height_A,energy_eV,interaction_energy_eV
atop_Si,upright,0,6.5,-173.24532925477908,3.552713678800501e-15
atop_Si,upright,1,5.0,-173.24532925477908,3.552713678800501e-15
atop_Si,upright,2,4.0,-173.302355410752,-0.057026155972916825
atop_Si,upright,3,3.25,-173.44370744549252,-0.19837819071343787
atop_Si,upright,4,2.75,-173.41314620990622,-0.16781695512713313
atop_Si,upright,5,2.25,-173.1645835375511,0.08074571722798751
atop_Si,upright,6,1.9,-172.66382477881797,0.5815044759611148
atop_Si,upright,7,1.6,-170.44102163412023,2.80430762065885
atop_Si,upright,8,1.3,-156.6487678765532,16.59656137822589
atop_Si,parallel,0,6.5,-173.24532925477908,5.329070518200751e-15
atop_Si,parallel,1,5.0,-173.24532925477908,5.329070518200751e-15
atop_Si,parallel,2,4.0,-173.24537385253973,-4.459776064358323e-05
atop_Si,parallel,3,3.25,-173.565372041682,-0.32004278690291166
atop_Si,parallel,4,2.75,-173.77504791629065,-0.529718661511561
atop_Si,parallel,5,2.25,-173.84480444051144,-0.5994751857323539
atop_Si,parallel,6,1.9,-173.17311531035938,0.07221394441970652
atop_Si,parallel,7,1.6,-171.3534393621145,1.8918898926645848
atop_Si,parallel,8,1.3,-165.14452531828607,8.100803936493014
atop_Si,flipped,0,6.5,-173.24532925477908,3.552713678800501e-15
atop_Si,flipped,1,5.0,-173.24532925477908,3.552713678800501e-15
atop_Si,flipped,2,4.0,-173.2961671319378,-0.0508378771587239
atop_Si,flipped,3,3.25,-173.51815359732254,-0.2728243425434549
atop_Si,flipped,4,2.75,-173.69870609926812,-0.45337684448903914
atop_Si,flipped,5,2.25,-173.8648539636345,-0.6195247088554048
atop_Si,flipped,6,1.9,-173.577583183522,-0.3322539287429116
atop_Si,flipped,7,1.6,-172.65000620654948,0.5953230482296057
atop_Si,flipped,8,1.3,-170.69769994256262,2.5476293122164613
bridge_Si_Si,upright,0,6.5,-173.24532925477908,3.552713678800501e-15
bridge_Si_Si,upright,1,5.0,-173.24532925477908,3.552713678800501e-15
bridge_Si_Si,upright,2,4.0,-173.3067711941933,-0.06144193941420539
bridge_Si_Si,upright,3,3.25,-173.46992049583,-0.22459124105091277
bridge_Si_Si,upright,4,2.75,-173.8151436201731,-0.56981436539402
bridge_Si_Si,upright,5,2.25,-174.0141724275948,-0.7688431728157035
bridge_Si_Si,upright,6,1.9,-173.69735644331897,-0.45202718853988344
bridge_Si_Si,upright,7,1.6,-173.2273655564517,0.01796369832738165
bridge_Si_Si,upright,8,1.3,-172.95385106921944,0.2914781855596438
bridge_Si_Si,parallel,0,6.5,-173.24532925477908,5.329070518200751e-15
bridge_Si_Si,parallel,1,5.0,-173.24532925477908,5.329070518200751e-15
bridge_Si_Si,parallel,2,4.0,-173.22644299575265,0.018886259026436036
bridge_Si_Si,parallel,3,3.25,-173.4430180884627,-0.1976888336836229
bridge_Si_Si,parallel,4,2.75,-173.87447255803346,-0.6291433032543754
bridge_Si_Si,parallel,5,2.25,-174.0834519193621,-0.8381226645830058
bridge_Si_Si,parallel,6,1.9,-173.89682920656915,-0.6514999517900666
bridge_Si_Si,parallel,7,1.6,-173.56227268023903,-0.31694342545994836
bridge_Si_Si,parallel,8,1.3,-173.16353217494424,0.08179707983484796
bridge_Si_Si,flipped,0,6.5,-173.24532925477908,3.552713678800501e-15
bridge_Si_Si,flipped,1,5.0,-173.24532925477908,3.552713678800501e-15
bridge_Si_Si,flipped,2,4.0,-173.23122178666208,0.014107468117007471
bridge_Si_Si,flipped,3,3.25,-173.3595953773625,-0.11426612258341251
bridge_Si_Si,flipped,4,2.75,-173.5196722005758,-0.2743429457967146
bridge_Si_Si,flipped,5,2.25,-173.71483906606173,-0.469509811282645
bridge_Si_Si,flipped,6,1.9,-173.82461401195712,-0.5792847571780406
bridge_Si_Si,flipped,7,1.6,-173.9557737452997,-0.7104444905206115
bridge_Si_Si,flipped,8,1.3,-174.0227481143783,-0.7774188595992051
hollow,upright,0,6.5,-173.24532925477908,3.552713678800501e-15
hollow,upright,1,5.0,-173.24532925477908,3.552713678800501e-15
hollow,upright,2,4.0,-173.29017636001402,-0.04484710523493263
hollow,upright,3,3.25,-173.54160122850558,-0.29627197372650116
hollow,upright,4,2.75,-173.78682190166967,-0.5414926468905854
hollow,upright,5,2.25,-173.9810818594134,-0.7357526046343104
hollow,upright,6,1.9,-173.91862996153571,-0.6733007067566312
hollow,upright,7,1.6,-173.62542580265963,-0.3800965478805516
hollow,upright,8,1.3,-173.19943075674965,0.04589849802943391
hollow,parallel,0,6.5,-173.24532925477908,5.329070518200751e-15
hollow,parallel,1,5.0,-173.24532925477908,5.329070518200751e-15
hollow,parallel,2,4.0,-173.20671186716572,0.0386173876133622
hollow,parallel,3,3.25,-173.4576883331274,-0.21235907834832268
hollow,parallel,4,2.75,-173.8808620962639,-0.6355328414848262
hollow,parallel,5,2.25,-174.05189417994447,-0.8065649251653841
hollow,parallel,6,1.9,-173.89287197315434,-0.6475427183752576
hollow,parallel,7,1.6,-173.64358983808054,-0.3982605833014592
hollow,parallel,8,1.3,-173.3305871419661,-0.0852578871870211
hollow,flipped,0,6.5,-173.24532925477908,3.552713678800501e-15
hollow,flipped,1,5.0,-173.24532925477908,3.552713678800501e-15
hollow,flipped,2,4.0,-173.23377830051115,0.01155095426793551
hollow,flipped,3,3.25,-173.31550416580268,-0.07017491102359585
hollow,flipped,4,2.75,-173.55166089997996,-0.3063316452008813
hollow,flipped,5,2.25,-173.83796138283876,-0.5926321280596731
hollow,flipped,6,1.9,-173.91075199054126,-0.6654227357621743
hollow,flipped,7,1.6,-173.8987823576302,-0.6534531028511275
hollow,flipped,8,1.3,-173.87913705927872,-0.6338078044996358
