image,height_A,energy_eV,interaction_energy_eV
0,6.5,-187.83852526514107,-1.5987211554602254e-14
1,5.0,-187.83852526514107,-1.5987211554602254e-14
2,4.0,-187.85120842123737,-0.012683156096317205
3,3.25,-188.13365199705612,-0.29512673191506344
4,2.75,-188.3656142390153,-0.5270889738742301
5,2.25,-188.48665156614757,-0.6481263010065152
6,1.9,-188.5336075655369,-0.6950823003958408
7,1.6,-188.49945878625866,-0.6609335211176006
8,1.3,-188.50171797712758,-0.6631927119865271
