image,height_A,energy_eV,interaction_energy_eV
0,6.5,-174.75426460397688,-1.5987211554602254e-14
1,5.0,-174.75426460397688,-1.5987211554602254e-14
2,4.0,-174.77751231468585,-0.023247710708988123
3,3.25,-174.87214876146663,-0.11788415748977066
4,2.75,-175.06107796855255,-0.30681336457569053
5,2.25,-175.47180905054708,-0.7175444465702174
6,1.9,-175.72532836456259,-0.9710637605857233
7,1.6,-175.83707472540578,-1.0828101214289223
8,1.3,-175.8256399999684,-1.0713753959915255
