backend,sites,repeats,mean_nm,std_nm,standard_error_nm,reference_nm,absolute_bias_nm,within_five_se
cpp,128,128,0.436189453125,0.011487617803057513,0.0010153715560276596,0.43573718468155564,0.00045226844344437023,True
cpp,512,128,0.4358802490234375,0.006199546068272412,0.0005479676331442277,0.43573718468155564,0.00014306434188188222,True
cpp,2048,128,0.4361214904785156,0.003032062471333882,0.0002679989918076787,0.43573718468155564,0.0003843057969599717,True
cpp,8192,128,0.4357336883544922,0.0015324388528886867,0.00013544973807891555,0.43573718468155564,3.496327063423621e-06,True
python,128,32,0.43516015625000004,0.012026683386588757,0.0021260373444601257,0.43573718468155564,0.000577028431555604,True
python,512,32,0.43643017578125,0.006707460724132921,0.0011857227406442048,0.43573718468155564,0.00069299109969434,True
