image,height_A,energy_eV,interaction_energy_eV
0,6.5,-271.4300441754203,1.9539925233402755e-14
1,5.0,-271.4300441754203,1.9539925233402755e-14
2,4.0,-271.4373215834321,-0.007277408011796993
3,3.25,-271.39223664360736,0.037807531812935835
4,2.75,-271.4383060406204,-0.008261865200077878
5,2.25,-271.61609321996895,-0.186049044548648
6,1.9,-271.6243239713479,-0.19427979592760813
7,1.6,-271.374438242166,0.055605933254318174
8,1.3,-270.8850339480268,0.545010227393524
