image,height_A,energy_eV,interaction_energy_eV
0,6.5,-234.38053170786142,-7.105427357601002e-15
1,5.0,-234.38053170786142,-7.105427357601002e-15
2,4.0,-234.383276801519,-0.0027450936575874607
3,3.25,-234.44719186286173,-0.06666015500031364
4,2.75,-234.51765130943318,-0.1371196015717615
5,2.25,-234.56189581668463,-0.1813641088232103
6,1.9,-234.27661431289744,0.10391739496397889
7,1.6,-233.73050742962008,0.6500242782413395
8,1.3,-232.73032508719206,1.6502066206693584
