image,height_A,energy_eV,interaction_energy_eV
0,6.5,-186.32958991594327,3.552713678800501e-15
1,5.0,-186.32958991594327,3.552713678800501e-15
2,4.0,-186.33568520608875,-0.006095290145477605
3,3.25,-186.4885074302988,-0.15891751435551882
4,2.75,-186.6399989012789,-0.31040898533560934
5,2.25,-186.75679146953289,-0.4272015535896081
6,1.9,-186.76764833903817,-0.4380584230948976
7,1.6,-186.67551475420268,-0.34592483825940334
8,1.3,-186.43740685304687,-0.10781693710358908
