optimization_step,energy_eV,energy_relative_to_start_eV
0,-231.16111956553766,0.0
1,-231.16113579549244,-1.6229954781010747e-05
2,-231.1614852390902,-0.00036567355255101575
3,-231.16228533601424,-0.0011657704765752896
4,-231.1633812968244,-0.002261731286751001
5,-231.16448281474584,-0.0033632492081778764
6,-231.16509725009132,-0.003977684553660765
7,-231.1651578151126,-0.004038249574932706
8,-231.16516766788408,-0.0040481023464167265
9,-231.16523818637847,-0.004118620840813492
10,-231.16535703778345,-0.004237472245790741
11,-231.16565642781308,-0.0045368622754153876
12,-231.16614942713227,-0.00502986159460761
13,-231.16654838573942,-0.0054288202017573894
14,-231.16682600056777,-0.0057064350301061495
15,-231.16710519793605,-0.005985632398392227
16,-231.16777651912827,-0.006656953590606918
17,-231.16908912091463,-0.007969555376973858
18,-231.17081705277548,-0.009697487237815494
19,-231.17201174028241,-0.010892174744753902
20,-231.1726783579071,-0.011558792369442017
21,-231.17357563280694,-0.012456067269283722
22,-231.17397516073498,-0.0128555951973226
23,-231.17475818517136,-0.013638619633695725
24,-231.1753544398136,-0.014234874275928178
25,-231.1760411018479,-0.014921536310225747
26,-231.17671269175514,-0.015593126217481768
27,-231.1774159016502,-0.016296336112532117
28,-231.17815363390474,-0.017034068367081545
29,-231.17891763461762,-0.017798069079958623
30,-231.1797301823811,-0.018610616843432126
31,-231.18063574084647,-0.01951617530880867
32,-231.18173963132483,-0.02062006578717046
33,-231.1833517173534,-0.022232151815728685
34,-231.18534044384984,-0.02422087831217823
35,-231.1866935671025,-0.02557400156484846
36,-231.1895545162044,-0.028434950666735404
37,-231.19223437998102,-0.031114814443355954
38,-231.19785989084534,-0.0367403253076759
39,-231.20327556585124,-0.042156000313582354
40,-231.20672817408746,-0.045608608549798646
41,-231.2106013853887,-0.04948181985105293
42,-231.21402545873372,-0.052905893196054876
43,-231.2175736275774,-0.0564540620397338
44,-231.22106371643503,-0.05994415089736549
45,-231.22475246300064,-0.06363289746298051
46,-231.22809751567786,-0.06697795014019903
47,-231.2320691221925,-0.07094955665485259
48,-231.2348381911982,-0.07371862566054688
49,-231.238232275739,-0.07711271020133381
50,-231.2413209017309,-0.08020133619322678
51,-231.2445398319336,-0.08342026639593314
52,-231.24761697534763,-0.08649740980996512
53,-231.2507532510425,-0.08963368550485029
54,-231.2536797496635,-0.09256018412582989
55,-231.2567502979271,-0.09563073238945208
56,-231.2593871868143,-0.09826762127664779
57,-231.26243844749763,-0.10131888195996908
58,-231.26499404945787,-0.10387448392020815
59,-231.26767657724253,-0.10655701170486509
60,-231.27089663923465,-0.10977707369698919
61,-231.2751510026343,-0.114031437096628
62,-231.28062646318358,-0.11950689764591971
63,-231.28748426292543,-0.12636469738777123
64,-231.2957648113487,-0.13464524581104342
65,-231.3052959446713,-0.1441763791336257
66,-231.3155741931448,-0.15445462760715145
67,-231.32579186809954,-0.1646723025618826
68,-231.33538009430612,-0.17426052876845688
69,-231.34378191004174,-0.18266234450408092
70,-231.35104388251546,-0.18992431697779466
71,-231.3571052798152,-0.1959857142775263
72,-231.36366620237766,-0.20254663683999752
73,-231.36929303006713,-0.20817346452946595
74,-231.37659253187252,-0.21547296633485757
75,-231.3840546701207,-0.2229351045830299
76,-231.39216677549007,-0.23104720995240768
77,-231.40054811849149,-0.23942855295382515
78,-231.40926330608073,-0.2481437405430711
79,-231.41824313642462,-0.2571235708869608
80,-231.42778723229253,-0.26666766675486997
81,-231.43788998540884,-0.276770419871184
82,-231.44708238774393,-0.28596282220627245
83,-231.45894408090555,-0.2978245153678927
84,-231.46902828234818,-0.3079087168105161
85,-231.47810083238363,-0.3169812668459713
86,-231.48581807208353,-0.3246985065458716
87,-231.4952253993241,-0.3341058337864524
88,-231.5022928225252,-0.3411732569875312
89,-231.50974585113795,-0.3486262856002895
90,-231.51854114151968,-0.3574215759820163
91,-231.5269592113416,-0.3658396458039306
92,-231.5363896174252,-0.3752700518875258
93,-231.54643706425708,-0.38531749871941656
94,-231.55521311283366,-0.394093547295995
95,-231.56207578902405,-0.40095622348638926
96,-231.56785751961428,-0.4067379540766183
97,-231.57550602301785,-0.414386457480191
98,-231.584501077778,-0.4233815122403257
99,-231.59439675084093,-0.4332771853032682
100,-231.60514943680175,-0.44402987126409244
101,-231.61702439229924,-0.45590482676158217
102,-231.63014483538092,-0.4690252698432573
103,-231.64493358983287,-0.4838140242952136
104,-231.6620271178645,-0.5009075523268507
105,-231.68256203033764,-0.5214424647999749
106,-231.70535598165873,-0.5442364161210662
107,-231.73095757462772,-0.5698380090900628
108,-231.75062211513568,-0.5895025495980235
109,-231.77311273123996,-0.6119931657023017
110,-231.79478184974653,-0.6336622842088673
111,-231.82606522032876,-0.6649456547910972
112,-231.86815184261803,-0.7070322770803728
113,-231.92536155097474,-0.7642419854370814
114,-232.00450999356246,-0.8433904280248044
115,-232.10501599823505,-0.943896432697386
116,-232.22673226024614,-1.0656126947084772
117,-232.35617228889362,-1.195052723355957
118,-232.48716191621776,-1.3260423506800976
119,-232.6209633576991,-1.4598437921614504
120,-232.7294161667731,-1.5682966012354314
121,-232.8395694734201,-1.6784499078824524
122,-232.93909301112353,-1.7779734455858716
123,-233.0212842246828,-1.8601646591451413
124,-233.0973847507385,-1.9362651852008526
125,-233.16068463589363,-1.9995650703559704
126,-233.21703953877983,-2.055919973242169
127,-233.26667696290804,-2.105557397370376
128,-233.3122398025996,-2.1511202370619458
129,-233.35337793089036,-2.1922583653527
130,-233.39320803311682,-2.2320884675791604
131,-233.42920680084717,-2.2680872353095083
132,-233.47229056515192,-2.311170999614262
133,-233.5180022513428,-2.3568826858051466
134,-233.57736940583612,-2.4162498402984625
135,-233.6262034163954,-2.465083850857752
136,-233.66567025283155,-2.504550687293886
137,-233.69886951339572,-2.5377499478580603
138,-233.72862115496912,-2.5675015894314583
139,-233.75639569605426,-2.595276130516595
140,-233.78305087911508,-2.62193131357742
141,-233.809040084174,-2.64792051863634
142,-233.8347480108743,-2.6736284453366466
143,-233.86064424236764,-2.6995246768299808
144,-233.88733218453706,-2.726212618999398
145,-233.91550135658764,-2.7543817910499797
146,-233.94586706451605,-2.7847474989783905
147,-233.97869830155105,-2.817578736013388
148,-234.01172104893607,-2.850601483398407
149,-234.0443355998587,-2.8832160343210376
150,-234.0808678642897,-2.9197482987520402
151,-234.10299895220658,-2.9418793866689157
152,-234.1443038749308,-2.9831843093931525
153,-234.17548931348,-3.0143697479423395
154,-234.21118047559338,-3.05006091005572
155,-234.22762809141693,-3.0665085258792715
156,-234.24078514180223,-3.079665576264574
157,-234.2494552097114,-3.0883356441737533
158,-234.263976987709,-3.1028574221713257
159,-234.2747472560244,-3.1136276904867373
160,-234.28557292495918,-3.1244533594215227
161,-234.2964863789977,-3.1353668134600525
162,-234.3067554951893,-3.1456359296516325
163,-234.317320783561,-3.156201218023341
164,-234.3270920593456,-3.165972493807942
165,-234.3363396301412,-3.1752200646035362
166,-234.33761927202795,-3.17649970649029
167,-234.34247679682687,-3.181357231289212
168,-234.345542350806,-3.184422785268339
169,-234.34900129739077,-3.1878817318531105
170,-234.35164101768453,-3.190521452146868
171,-234.35445830104305,-3.1933387355053924
172,-234.35635505074868,-3.1952354852110147
173,-234.35829637227272,-3.197176806735058
174,-234.35975733294873,-3.1986377674110713
175,-234.36105618003091,-3.1999366144932537
176,-234.36220324146262,-3.201083675924963
177,-234.36307473196825,-3.2019551664305936
178,-234.3637026489585,-3.2025830834208477
179,-234.3641621026785,-3.2030425371408455
180,-234.3644850462299,-3.2033654806922414
181,-234.3647363201839,-3.203616754646248
182,-234.36493041720678,-3.203810851669118
183,-234.36508098168747,-3.2039614161498093
184,-234.36520584218414,-3.2040862766464784
185,-234.36530630783955,-3.2041867423018857
186,-234.365393348952,-3.204273783414351
