optimization_step,energy_eV,energy_relative_to_start_eV
0,-236.80711368337262,0.0
1,-236.81322894228043,-0.006115258907811949
2,-236.82478789946236,-0.017674216089744732
3,-236.8406243849904,-0.0335107016177858
4,-236.85937838062733,-0.05226469725471361
5,-236.87982327139468,-0.07270958802206451
6,-236.9011104547851,-0.09399677141249185
7,-236.9228491400708,-0.11573545669818941
8,-236.94735619768608,-0.14024251431345647
9,-236.97498760279927,-0.16787391942665408
10,-237.00580675479551,-0.19869307142289472
11,-237.03917531994756,-0.23206163657494017
12,-237.07392405944432,-0.2668103760717031
13,-237.1092525497712,-0.3021388663985931
14,-237.14504157495975,-0.3379278915871282
15,-237.1809601353944,-0.37384645202178035
16,-237.2163128859898,-0.4091992026171738
17,-237.25160264719307,-0.4444889638204472
18,-237.2855405137583,-0.478426830385672
19,-237.31036452108214,-0.5032508377095155
20,-237.33009585087552,-0.5229821675029029
21,-237.34889659428302,-0.5417829109103991
22,-237.36910940992402,-0.5619957265514017
23,-237.39104198020863,-0.5839282968360067
24,-237.41248143901169,-0.6053677556390653
25,-237.4325231470645,-0.6254094636918808
26,-237.4512177554086,-0.6441040720359865
27,-237.46937978838542,-0.6622661050128045
28,-237.48617586102665,-0.679062177654032
29,-237.50032319169054,-0.6932095083179206
30,-237.51269662481127,-0.7055829414386494
31,-237.52515121001505,-0.7180375266424335
32,-237.5383174566649,-0.7312037732922931
33,-237.55123068455526,-0.7441170011826443
34,-237.5606173048647,-0.7535036214920865
35,-237.51511234415472,-0.7079986607820956
36,-237.5683759665951,-0.7612622832224929
37,-237.5693067685021,-0.7621930851294678
38,-237.57045889263446,-0.7633452092618427
39,-237.57112482585347,-0.7640111424808538
40,-237.57142484174193,-0.7643111583693099
41,-237.57205723104005,-0.7649435476674284
42,-237.57331009435416,-0.7661964109815358
43,-237.5748081024076,-0.7676944190349673
44,-237.57616606464484,-0.7690523812722176
45,-237.5774463387212,-0.7703326553485681
46,-237.57931937792665,-0.7722056945540317
47,-237.5816551200395,-0.7745414366668797
48,-237.58388926026834,-0.7767755768957159
49,-237.58669246762577,-0.7795787842531468
50,-237.5897096458832,-0.7825959625105838
51,-237.59322527487706,-0.7861115915044365
52,-237.5969255799219,-0.7898118965492813
53,-237.6017176845864,-0.7946040012137701
54,-237.6069296591641,-0.7998159757914891
55,-237.612549439313,-0.8054357559403797
56,-237.61849535688407,-0.8113816735114483
57,-237.62120311407466,-0.8140894307020403
58,-237.62041136509777,-0.813297681725146
59,-237.62100242499827,-0.8138887416256466
60,-237.62177671579525,-0.8146630324226294
61,-237.6222426858667,-0.8151290024940749
62,-237.6222817521621,-0.8151680687894896
63,-237.6223221164214,-0.815208433048781
64,-237.6223977913209,-0.8152841079482869
65,-237.622499745416,-0.8153860620433875
66,-237.62261697668413,-0.8155032933115081
67,-237.62273914255002,-0.8156254591773973
68,-237.62285933749553,-0.8157456541229067
69,-237.62297623523278,-0.8158625518601639
70,-237.6231071387458,-0.8159934553731887
71,-237.62326590982724,-0.8161522264546193
72,-237.62347379771126,-0.8163601143386359
73,-237.6237530816431,-0.8166393982704676
74,-237.62411662466013,-0.8170029412875124
75,-237.62456021522138,-0.8174465318487592
76,-237.6250724989361,-0.817958815563486
77,-237.62566981565556,-0.8185561322829358
78,-237.62641248514268,-0.81929880177006
79,-237.62734796132037,-0.8202342779477476
80,-237.6284581360856,-0.8213444527129923
81,-237.62976349903983,-0.8226498156672051
82,-237.63138034695436,-0.8242666635817386
83,-237.63330763156614,-0.8261939481935201
84,-237.63561455133856,-0.8285008679659427
85,-237.63842027360982,-0.8313065902372045
86,-237.64178570477054,-0.8346720213979211
87,-237.64585358996231,-0.8387399065896943
88,-237.65081766980597,-0.8437039864333542
89,-237.65685119066268,-0.8497375072900581
90,-237.66421049571284,-0.8570968123402167
91,-237.6730797645177,-0.8659660811450749
92,-237.68206807015764,-0.8749543867850207
93,-237.67653116066288,-0.8694174772902556
94,-237.69406119914476,-0.8869475157721354
95,-237.69480538780448,-0.8876917044318589
96,-237.69556032909736,-0.8884466457247413
97,-237.69571783041164,-0.8886041470390182
98,-237.69576376693567,-0.88865008356305
99,-237.69584807421256,-0.888734390839943
100,-237.6959580692378,-0.888844385865184
101,-237.696080294279,-0.8889666109063796
102,-237.69620558081118,-0.8890918974385613
103,-237.69633290804495,-0.8892192246723312
104,-237.6964695225148,-0.8893558391421834
105,-237.69664477539527,-0.8895310920226507
106,-237.69688035513644,-0.8897666717638231
107,-237.69719421389908,-0.8900805305264612
108,-237.69759129497407,-0.8904776116014546
109,-237.69806557952387,-0.8909518961512504
110,-237.6986259687671,-0.8915122853944695
111,-237.69932212647024,-0.8922084430976156
112,-237.7002112577282,-0.8930975743555791
113,-237.70129938976743,-0.8941857063948078
114,-237.7026039796561,-0.8954902962834694
115,-237.7042364239718,-0.8971227405991726
116,-237.70623614764486,-0.8991224642722386
117,-237.7086693095696,-0.9015556261969664
118,-237.7116799429408,-0.9045662595681847
119,-237.71534648296358,-0.9082327995909623
120,-237.71984014061195,-0.9127264572393301
121,-237.72535928287448,-0.9182455995018586
122,-237.73211867969394,-0.92500499632132
123,-237.74041784012962,-0.9333041567570035
124,-237.75059119986588,-0.9434775164932603
125,-237.76259011919547,-0.9554764358228454
126,-237.7688808199781,-0.9617671366054878
127,-237.77560562856314,-0.9684919451905216
128,-237.775948014135,-0.9688343307623768
129,-237.77635184885366,-0.9692381654810447
130,-237.7766070118821,-0.9694933285094862
131,-237.77685831391204,-0.9697446305394237
132,-237.7773531585633,-0.9702394751906809
133,-237.7780819590581,-0.9709682756854932
134,-237.77882912845854,-0.9717154450859198
135,-237.7795871861568,-0.9724735027841689
136,-237.7806118633033,-0.9734981799306865
137,-237.78205880774885,-0.9749451243762337
138,-237.7836657984215,-0.9765521150488894
139,-237.7856902155999,-0.9785765322272937
140,-237.7883005390379,-0.9811868556652712
141,-237.79136565655796,-0.9842519731853372
142,-237.79527704994388,-0.988163366571257
143,-237.80005102435604,-0.992937340983417
144,-237.80577232540372,-0.9986586420311028
145,-237.81264658375386,-1.0055329003812403
146,-237.82048368165192,-1.0133699982793019
147,-237.8270301084114,-1.0199164250387867
148,-237.83163342076796,-1.0245197373953374
149,-237.82910081449285,-1.0219871311202269
150,-237.830539897699,-1.0234262143263777
151,-237.83219077293523,-1.0250770895626147
152,-237.832753139084,-1.0256394557113708
153,-237.83277905779266,-1.0256653744200435
154,-237.83282915262657,-1.025715469253953
155,-237.83290037094127,-1.0257866875686545
156,-237.8329891523149,-1.0258754689422744
157,-237.8330924305564,-1.0259787471837853
158,-237.83320855294346,-1.0260948695708407
159,-237.83333776650744,-1.0262240831348208
160,-237.83349827849065,-1.0263845951180315
161,-237.83370105808427,-1.026587374711653
162,-237.83396010852294,-1.0268464251503246
163,-237.83429008804848,-1.0271764046758562
164,-237.83470329822057,-1.0275896148479546
165,-237.83521006248264,-1.0280963791100248
166,-237.835826769412,-1.0287130860393745
167,-237.83658598189862,-1.0294722985260023
168,-237.83753019117097,-1.0304165077983498
169,-237.83869110671617,-1.031577423343549
170,-237.84010126155124,-1.03298757817862
171,-237.84183200667763,-1.0347183233050146
172,-237.84395177388677,-1.036838090514152
173,-237.84652317019965,-1.0394094868270258
174,-237.8496664352519,-1.0425527518792705
175,-237.853469553715,-1.0463558703423814
176,-237.85808666540214,-1.0509729820295206
177,-237.86365823026057,-1.0565445468879489
178,-237.8703494703339,-1.063235786961286
179,-237.87829449480006,-1.071180811427439
180,-237.88723566695694,-1.0801219835843199
181,-237.8941480209569,-1.0870343375842708
