step,energy_eV,relative_to_start_eV
0,-175.8174778692775,0.0
1,-175.82108645638647,-0.003608587108971051
2,-175.82753813254433,-0.010060263266836955
3,-175.8354655018237,-0.017987632546208943
4,-175.84326300438585,-0.025785135108350232
5,-175.84968970902506,-0.03221183974756059
6,-175.85458935612454,-0.03711148684703858
7,-175.85901035018276,-0.04153248090526063
8,-175.86482949523838,-0.04735162596088571
9,-175.8726823986099,-0.05520452933239994
10,-175.88111617902243,-0.06363830974493112
11,-175.8870064627291,-0.06952859345159368
12,-175.88968569171007,-0.07220782243257418
13,-175.89286326310565,-0.07538539382815657
14,-175.89967852461638,-0.08220065533888032
15,-175.90968793700088,-0.09221006772338569
16,-175.92436222347098,-0.10688435419348252
17,-175.95350016570987,-0.1360222964323725
18,-176.00241881178778,-0.1849409425102806
19,-176.0817537436201,-0.2642758743426157
20,-176.2292072915949,-0.41172942231739285
21,-176.4167706618992,-0.5992927926216964
22,-176.6405591886168,-0.823081319339309
23,-176.89035032839166,-1.0728724591141656
24,-177.15583524830632,-1.338357379028821
25,-177.43126553982017,-1.6137876705426777
26,-177.71274792246587,-1.8952700531883693
27,-177.99927151291783,-2.181793643640333
28,-178.29274962660224,-2.475271757324748
29,-178.5956206020259,-2.7781427327483925
30,-178.9084413534454,-3.090963484167901
31,-179.22880833290216,-3.4113304636246653
32,-179.55133159079884,-3.733853721521342
33,-179.86856182794955,-4.051083958672052
34,-180.17268380647485,-4.355205937197354
35,-180.45714218382514,-4.639664314547645
36,-180.7172262015123,-4.899748332234793
37,-180.94923487856795,-5.131757009290453
38,-181.1493015816728,-5.331823712395305
39,-181.31372936742127,-5.496251498143778
40,-181.4411803862013,-5.6237025169237995
41,-181.53511896830798,-5.717641099030487
42,-181.60536556676539,-5.787887697487889
43,-181.66890653196646,-5.85142866268896
44,-181.7455986915413,-5.928120822263793
45,-181.84569348187296,-6.02821561259546
46,-181.96802675501354,-6.150548885736043
47,-182.1054645296344,-6.287986660356893
48,-182.24966040997376,-6.43218254069626
49,-182.39250308607828,-6.575025216800782
50,-182.5269606187701,-6.709482749492594
51,-182.64651916086672,-6.8290412915892205
52,-182.74366818165774,-6.926190312380243
53,-182.81049543535732,-6.993017566079828
54,-182.84345388458684,-7.02597601530934
55,-182.85132006165293,-7.033842192375431
56,-183.02826138904823,-7.210783519770729
57,-183.11878809195622,-7.3013102226787225
58,-183.17853304287826,-7.361055173600761
59,-183.23226940421495,-7.41479153493745
60,-183.28041775008705,-7.462939880809557
61,-183.31766372744798,-7.500185858170482
62,-183.35746017980782,-7.53998231053032
63,-183.41630437332876,-7.59882650405126
64,-183.47012612448432,-7.652648255206827
65,-183.50228309541544,-7.684805226137939
66,-183.5268865194009,-7.709408650123407
67,-183.55218890638952,-7.734711037112021
68,-183.5745291299382,-7.757051260660717
69,-183.59102041611752,-7.773542546840019
70,-183.59909279027906,-7.781614921001562
71,-183.6177933906333,-7.800315521355799
72,-183.62953295079967,-7.812055081522175
73,-183.62600292829924,-7.808525059021747
74,-183.633129387445,-7.815651518167499
75,-183.6350535692952,-7.817575700017699
76,-183.63713765678722,-7.819659787509721
77,-183.63817054579243,-7.820692676514938
78,-183.63919548893506,-7.821717619657562
79,-183.6410947197401,-7.823616850462599
80,-183.64279503344093,-7.825317164163437
81,-183.64345456946833,-7.825976700190836
82,-183.6443238401213,-7.826845970843806
83,-183.64655102814208,-7.829073158864588
84,-183.64909683108067,-7.831618961803173
85,-183.65191053808098,-7.834432668803487
86,-183.656163902873,-7.838686033595508
87,-183.65955986516562,-7.8420819958881225
88,-183.66439191614447,-7.846914046866971
89,-183.66930048345293,-7.851822614175433
90,-183.67628255174697,-7.858804682469469
91,-183.6842890735359,-7.866811204258397
92,-183.69322042217493,-7.875742552897435
93,-183.7043880011418,-7.886910131864312
94,-183.71585282294282,-7.898374953665325
95,-183.7050610850748,-7.887583215797292
96,-183.72085379480464,-7.903375925527143
97,-183.72618123220704,-7.908703362929543
98,-183.73101788544395,-7.913540016166451
99,-183.72961274026622,-7.912134870988723
100,-183.73002476125524,-7.91254689197774
101,-183.73070335623606,-7.9132254869585665
102,-183.73141855080547,-7.913940681527976
103,-183.7319504314102,-7.914472562132715
104,-183.73218535385624,-7.9147074845787415
105,-183.73219359669417,-7.914715727416677
106,-183.73221110296487,-7.914733233687372
107,-183.73224524725705,-7.914767377979558
108,-183.73229436821737,-7.914816498939871
109,-183.7323561610512,-7.914878291773704
110,-183.73242789644954,-7.91495002717204
111,-183.73250669821195,-7.915028828934453
112,-183.7325898629685,-7.915111993690999
113,-183.7326842590395,-7.915206389762005
114,-183.73278930581063,-7.9153114365331305
115,-183.7329055695484,-7.915427700270897
116,-183.73303669702875,-7.915558827751255
117,-183.733191433615,-7.915713564337494
118,-183.73338427782315,-7.915906408545652
119,-183.73363327586506,-7.9161554065875634
120,-183.73395448149475,-7.916476612217252
121,-183.73435511455952,-7.9168772452820235
122,-183.73483204481852,-7.917354175541021
123,-183.73538519861478,-7.917907329337282
124,-183.7360418149427,-7.918563945665198
125,-183.73685605540564,-7.919378186128142
126,-183.73786353714016,-7.920385667862661
127,-183.73905611188576,-7.921578242608263
128,-183.74046353925652,-7.9229856699790275
129,-183.74217933286798,-7.92470146359048
130,-183.74419896964716,-7.926721100369662
131,-183.7465589104155,-7.929081041138005
132,-183.74933051073552,-7.931852641458022
133,-183.75247070913625,-7.934992839858751
134,-183.7559749533033,-7.938497084025812
135,-183.75974512924657,-7.942267259969071
136,-183.7635509890533,-7.946073119775804
137,-183.7670138081643,-7.949535938886811
138,-183.76915072264768,-7.951672853370184
139,-183.767162983147,-7.949685113869492
140,-183.77105881114204,-7.953580941864544
141,-183.76830227022432,-7.9508244009468285
142,-183.76962752381084,-7.952149654533343
143,-183.77102463949143,-7.953546770213933
144,-183.7712744091607,-7.9537965398832
145,-183.77128813192766,-7.953810262650165
146,-183.7713132386021,-7.953835369324594
147,-183.77134557628025,-7.9538677070027575
148,-183.7713801499227,-7.953902280645195
149,-183.77141239803967,-7.953934528762176
150,-183.77143958877488,-7.953961719497386
151,-183.77146195226229,-7.953984082984789
152,-183.77148477632048,-7.954006907042981
153,-183.77151385592833,-7.954035986650837
154,-183.77155660104782,-7.954078731770323
155,-183.77161844028223,-7.954140571004729
156,-183.7716986557154,-7.954220786437901
157,-183.77178942585098,-7.9543115565734865
158,-183.77188463213224,-7.954406762854745
159,-183.7719946436418,-7.9545167743642935
160,-183.77213920202337,-7.9546613327458715
161,-183.77231746136533,-7.954839592087836
162,-183.772510466933,-7.955032597655503
163,-183.77273822713676,-7.95526035785926
164,-183.77302014776134,-7.955542278483847
165,-183.7733288638623,-7.955850994584807
166,-183.77370743071594,-7.956229561438448
167,-183.77413370571733,-7.956655836439836
168,-183.77465552088427,-7.95717765160677
169,-183.77525602401582,-7.957778154738321
170,-183.77597435832843,-7.95849648905093
171,-183.7768385572516,-7.959360687974112
172,-183.7778450337149,-7.9603671644374
173,-183.77877438879304,-7.9612965195155425
174,-183.77757028468756,-7.96009241541006
175,-183.78067522938755,-7.963197360110058
176,-183.7807622174276,-7.963284348150097
177,-183.78086072351957,-7.96338285424207
178,-183.7809015348722,-7.963423665594718
179,-183.78090683515043,-7.963428965872936
180,-183.78091692899676,-7.9634390597192635
181,-183.78093095995942,-7.963453090681924
182,-183.78094800203058,-7.963470132753088
183,-183.7809673836014,-7.963489514323896
184,-183.78098893412803,-7.963511064850536
185,-183.7810130254503,-7.96353515617281
186,-183.781043482097,-7.963565612819508
187,-183.78108274361412,-7.963604874336625
188,-183.78113341098077,-7.963655541703275
189,-183.78119754269127,-7.963719673413777
190,-183.78127649675827,-7.96379862748077
191,-183.78137239408304,-7.963894524805539
192,-183.78149050034972,-7.964012631072222
193,-183.78163849318494,-7.964160623907446
194,-183.78182184247882,-7.9643439732013235
195,-183.78204519319226,-7.964567323914764
196,-183.7823211492343,-7.964843279956796
197,-183.78266295252354,-7.965185083246041
198,-183.7830815929679,-7.965603723690407
199,-183.78360171062863,-7.966123841351134
200,-183.7842428551378,-7.966764985860294
201,-183.7850419209832,-7.967564051705693
202,-183.78603742549856,-7.9685595562210665
203,-183.78728295405188,-7.969805084774379
204,-183.7888403594331,-7.971362490155599
205,-183.79073002425335,-7.973252154975853
206,-183.79256971678328,-7.97509184750578
207,-183.79050169705465,-7.973023827777155
208,-183.79613610554662,-7.978658236269126
209,-183.79616227588522,-7.9786844066077265
210,-183.7962100026978,-7.978732133420294
211,-183.79627549370335,-7.978797624425852
212,-183.7963603018801,-7.978882432602603
213,-183.7964687579832,-7.9789908887057095
214,-183.79660169720137,-7.979123827923871
215,-183.7967555533119,-7.9792776840344
216,-183.79694764399937,-7.979469774721878
217,-183.79719067773337,-7.979712808455872
218,-183.797499408642,-7.980021539364515
219,-183.79788229111912,-7.980404421841627
220,-183.79835821943624,-7.980880350158742
221,-183.79895079994077,-7.981472930663273
222,-183.79967837999533,-7.982200510717831
223,-183.8005752485305,-7.983097379252996
224,-183.80166932261886,-7.984191453341367
225,-183.80299431487367,-7.985516445596176
226,-183.80458156625704,-7.9871036969795455
227,-183.80643676118672,-7.9889588919092205
228,-183.80835566389536,-7.990877794617859
229,-183.8089887827105,-7.99151091343299
230,-183.81115344285013,-7.993675573572631
231,-183.81117218897995,-7.993694319702456
232,-183.81120656534807,-7.993728696070576
233,-183.811253520998,-7.993775651720512
234,-183.81131331736316,-7.993835448085662
235,-183.81138892524962,-7.99391105597212
236,-183.81148203949556,-7.994004170218062
237,-183.8115909248083,-7.994113055530818
238,-183.81172672196277,-7.994248852685274
239,-183.8118962200064,-7.994418350728893
240,-183.8121112393916,-7.994633370114116
241,-183.8123800879861,-7.994902218708603
242,-183.812710628468,-7.995232759190515
243,-183.813122364482,-7.995644495204516
244,-183.81362805529304,-7.996150186015541
245,-183.81425027765087,-7.996772408373374
246,-183.8150107634002,-7.997532894122713
247,-183.81594200575404,-7.998464136476542
