image,height_A,energy_eV,interaction_energy_eV
0,6.5,-173.24532925477908,5.329070518200751e-15
1,5.0,-173.24532925477908,5.329070518200751e-15
2,4.0,-173.20671186716572,0.0386173876133622
3,3.25,-173.4576883331274,-0.21235907834832268
4,2.75,-173.8808620962639,-0.6355328414848262
5,2.25,-174.05189417994447,-0.8065649251653841
6,1.9,-173.89287197315434,-0.6475427183752576
7,1.6,-173.64358983808054,-0.3982605833014592
8,1.3,-173.3305871419661,-0.0852578871870211
