optimization_step,energy_eV,energy_relative_to_start_eV
71,-282.72015090299624,-5.701704485834284
72,-282.5141835634945,-5.495737146332544
73,-282.7221871622142,-5.703740745052244
74,-282.7275087955111,-5.709062378349131
75,-282.72866729969877,-5.710220882536817
76,-282.72953138149563,-5.711084964333679
77,-282.72953232302217,-5.711085905860216
78,-282.7296675295622,-5.711221112400267
79,-282.72990207340837,-5.7114556562464145
80,-282.7301777810258,-5.711731363863862
81,-282.7304379107451,-5.7119914935831275
82,-282.7306545539435,-5.712208136781555
83,-282.7308457610641,-5.712399343902121
84,-282.7310613659141,-5.712614948752162
85,-282.7313828593182,-5.712936442156263
86,-282.7318569563157,-5.713410539153756
87,-282.7324780009331,-5.7140315837711455
88,-282.73318468824476,-5.714738271082808
89,-282.7339480941096,-5.715501676947667
90,-282.7348801961703,-5.716433779008355
91,-282.7361231424166,-5.717676725254648
92,-282.7376225477178,-5.719176130555866
93,-282.7393035668878,-5.720857149725873
94,-282.7414116786141,-5.722965261452146
95,-282.7439176822905,-5.725471265128533
96,-282.74681400434554,-5.728367587183584
97,-282.7503354413379,-5.731889024175928
98,-282.754386972539,-5.735940555377056
99,-282.7591023219115,-5.740655904749531
100,-282.7646608188916,-5.746214401729674
101,-282.77108540638324,-5.752638989221282
102,-282.7786055740296,-5.760159156867644
103,-282.78728172252397,-5.768835305362018
104,-282.7949804884857,-5.776534071323738
105,-282.7950915408057,-5.776645123643732
106,-282.8059240376173,-5.78747762045532
107,-282.80614118557435,-5.787694768412393
108,-282.8064695721663,-5.788023155004339
109,-282.8068118198952,-5.788365402733234
110,-282.80719109517673,-5.78874467801478
111,-282.80770597319093,-5.789259556028981
112,-282.8083855423598,-5.789939125197861
113,-282.8091524130258,-5.790705995863846
114,-282.8100165281641,-5.791570111002159
115,-282.8110472477014,-5.79260083053947
116,-282.81237351340997,-5.793927096248012
117,-282.8139349556369,-5.795488538474956
118,-282.8157063885049,-5.797259971342953
119,-282.8178351494175,-5.799388732255522
120,-282.82017211414836,-5.801725696986409
121,-282.8228301558259,-5.804383738663944
122,-282.82562351126654,-5.807177094104588
123,-282.828578193241,-5.810131776079061
124,-282.8315709272963,-5.813124510134344
125,-282.83441411093713,-5.815967693775178
126,-282.8359594492172,-5.817513032055274
127,-282.8376990644518,-5.819252647289829
128,-282.8368443937431,-5.818397976581139
129,-282.8373284480701,-5.818882030908128
130,-282.83790665610695,-5.819460238944998
131,-282.83813917353035,-5.819692756368397
132,-282.83814693023743,-5.819700513075475
133,-282.83816210150985,-5.819715684347898
134,-282.83818408097164,-5.81973766380969
135,-282.83821214264816,-5.8197657254862065
136,-282.8382456210403,-5.819799203878347
137,-282.83828407620007,-5.8198376590381145
138,-282.8383273853277,-5.819880968165762
139,-282.8383811523222,-5.8199347351602455
140,-282.83844814599274,-5.820001728830789
141,-282.8385317576294,-5.820085340467472
142,-282.8386355212757,-5.8201891041137515
143,-282.8387624091853,-5.820315992023325
144,-282.83891462745135,-5.820468210289391
145,-282.83909481386183,-5.82064839669988
146,-282.83930783899086,-5.8208614218289085
147,-282.8395596319168,-5.82111321475486
148,-282.8398526725903,-5.821406255428371
149,-282.84018747290116,-5.82174105573921
150,-282.84057001675893,-5.822123599596978
151,-282.8410033855473,-5.822556968385356
152,-282.84148845287206,-5.8230420357101025
153,-282.8420347119344,-5.823588294772435
154,-282.8426463135605,-5.824199896398568
155,-282.843337706954,-5.824891289792049
156,-282.8441232712225,-5.825676854060532
157,-282.8450157457174,-5.826569328555422
158,-282.8460159848182,-5.827569567656269
159,-282.84706776166934,-5.828621344507383
160,-282.8477577042726,-5.82931128711067
161,-282.8482122826754,-5.829765865513423
162,-282.84792699492164,-5.829480577759682
163,-282.8480699329341,-5.829623515772141
164,-282.8482338158226,-5.829787398660642
165,-282.8482839688456,-5.8298375516836245
166,-282.8482858462844,-5.829839429122444
167,-282.84828943026963,-5.829843013107677
168,-282.84829442123686,-5.829848004074904
169,-282.848300469038,-5.829854051876055
170,-282.84830727091327,-5.829860853751313
171,-282.84831466273874,-5.82986824557679
172,-282.84832266809946,-5.829876250937502
173,-282.8483324639251,-5.829886046763136
174,-282.848344815975,-5.829898398813043
175,-282.84836069841873,-5.829914281256777
176,-282.8483810413041,-5.82993462414214
177,-282.8484064232892,-5.829960006127237
178,-282.84843708848103,-5.829990671319081
179,-282.84847370013966,-5.83002728297771
