optimization_step,energy_eV,energy_relative_to_start_eV
0,-277.01844641716195,0.0
1,-277.45019956751946,-0.4317531503575083
2,-278.18525349823585,-1.1668070810738982
3,-279.04792892249907,-2.029482505337114
4,-279.8356251618586,-2.817178744696662
5,-280.43828040296756,-3.41983398580561
6,-280.9258459216276,-3.9073995044656726
7,-281.3065394743086,-4.288093057146625
8,-281.55748823563135,-4.5390418184694
9,-281.7079957323724,-4.689549315210456
10,-281.821296189325,-4.802849772163029
11,-281.9297519504628,-4.911305533300833
12,-282.03114840401815,-5.0127019868562
13,-282.0992560999552,-5.0808096827932445
14,-282.1169725082354,-5.098526091073438
15,-282.12169190943825,-5.103245492276301
16,-282.1289828831111,-5.110536465949167
17,-282.1358307021456,-5.117384284983643
18,-282.1400499531708,-5.12160353600882
19,-282.1415407219492,-5.12309430478723
20,-282.1417304075027,-5.123283990340724
21,-282.142101131834,-5.123654714672057
22,-282.1426364797896,-5.124190062627633
23,-282.14331402626385,-5.124867609101898
24,-282.1441079056064,-5.12566148844445
25,-282.14499202235714,-5.12654560519519
26,-282.1459435976452,-5.12749718048326
27,-282.14705513257866,-5.1286087154167035
28,-282.1483438389486,-5.129897421786666
29,-282.14984671255917,-5.1314002953972135
30,-282.151635261383,-5.133188844221024
31,-282.1538230523151,-5.135376635153136
32,-282.15655246815356,-5.13810605099161
33,-282.15995318390907,-5.1415067667471135
34,-282.1640879473466,-5.145641530184662
35,-282.1689394833575,-5.1504930661955655
36,-282.1745040572079,-5.156057640045958
37,-282.18093808974623,-5.162491672584281
38,-282.188504012742,-5.170057595580033
39,-282.19723667977536,-5.178790262613404
40,-282.20687582456327,-5.1884294074013155
41,-282.21749530513716,-5.199048887975209
42,-282.2292799686873,-5.210833551525354
43,-282.241635735278,-5.223189318116056
44,-282.2547042452171,-5.236257828055159
45,-282.2682727446353,-5.249826327473329
46,-282.28240262551196,-5.2639562083500095
47,-282.29714376057325,-5.278697343411295
48,-282.3140498655562,-5.295603448394274
49,-282.33323316821037,-5.314786751048416
50,-282.35353702565277,-5.335090608490816
51,-282.37560484400456,-5.357158426842602
52,-282.3978886928155,-5.37944227565356
53,-282.4206050542163,-5.402158637054356
54,-282.4421710595311,-5.423724642369166
55,-282.4624393527101,-5.443992935548124
56,-282.48150486482155,-5.463058447659591
57,-282.4987096857466,-5.480263268584622
58,-282.5153366268641,-5.496890209702144
59,-282.5301091315438,-5.511662714381828
60,-282.54550250532526,-5.527056088163306
61,-282.5590798874559,-5.540633470293926
62,-282.5755004345271,-5.557054017365147
63,-282.58958804564264,-5.571141628480689
64,-282.6087134866572,-5.590267069495269
65,-282.6243868317137,-5.605940414551753
66,-282.645106958884,-5.62666054172206
67,-282.6611157860674,-5.642669368905445
68,-282.68040319319476,-5.66195677603281
69,-282.69400192843807,-5.675555511276116
70,-282.7099265137052,-5.691480096543273
