image,height_A,energy_eV,interaction_energy_eV
0,6.5,-187.83852526514107,-1.5987211554602254e-14
1,5.0,-187.83852526514107,-1.5987211554602254e-14
2,4.0,-187.8726661360143,-0.03414087087323203
3,3.25,-188.0969648466863,-0.2584395815452343
4,2.75,-188.21731937186067,-0.3787941067196119
5,2.25,-188.27864438102807,-0.4401191158870166
6,1.9,-188.3044424677516,-0.4659172026105569
7,1.6,-188.2773217243195,-0.4387964591784499
8,1.3,-188.1952792846354,-0.35675401949434793
