image,height_A,energy_eV,interaction_energy_eV
0,6.5,-213.87060833022633,3.2862601528904634e-14
1,5.0,-213.87060833022633,3.2862601528904634e-14
2,4.0,-213.8820578463991,-0.011449516172741703
3,3.25,-213.9799624535616,-0.10935412333523242
4,2.75,-214.31207339837107,-0.4414650681447041
5,2.25,-214.7208584808066,-0.8502501505802469
6,1.9,-213.91794171775905,-0.047333387532684235
7,1.6,-209.55712167132242,4.313486658903945
8,1.3,-192.48511128963327,21.385497040593098
