optimization_step,energy_eV,energy_relative_to_start_eV
0,-274.5681817804477,0.0
1,-274.56819026012295,-8.479675273065368e-06
2,-274.5682061732567,-2.4392809052642406e-05
3,-274.56822777513867,-4.599469099275666e-05
4,-274.5682532368581,-7.145641041006456e-05
5,-274.56828134064153,-9.956019385981563e-05
6,-274.56831196850624,-0.00013018805856290783
7,-274.56834608244395,-0.00016430199627848197
8,-274.56838963522665,-0.0002078547789778895
9,-274.5684464622246,-0.000264681776911857
10,-274.5685200116191,-0.00033823117144038406
11,-274.568612147853,-0.00043036740532897966
12,-274.56872374831397,-0.0005419678662974547
13,-274.56885840361616,-0.0006766231684878221
14,-274.56902522001707,-0.0008434395693939223
15,-274.5692336039248,-0.0010518234770984236
16,-274.5694869670883,-0.0013051866406499357
17,-274.5697932239367,-0.0016114434890255325
18,-274.57017024580057,-0.0019884653528947638
19,-274.5706254202957,-0.002443639848024759
20,-274.5711769394136,-0.002995158965916289
21,-274.5718418422212,-0.0036600617735302876
22,-274.572641727574,-0.004459947126349562
23,-274.57359459130043,-0.0054128108527606855
24,-274.57472647487765,-0.006544694429976516
25,-274.57605172191523,-0.007869941467561148
26,-274.5775354623823,-0.009353681934612723
27,-274.5788208150117,-0.010639034564007943
28,-274.5773623150786,-0.009180534630900183
29,-274.5812390104479,-0.013057230000242726
30,-274.5812652622926,-0.013083481844944345
31,-274.5813020458571,-0.01312026540944089
32,-274.5813352963284,-0.013153515880730993
33,-274.58136937873957,-0.013187598291892755
34,-274.5814195204023,-0.013237739954604422
35,-274.5814905642991,-0.013308783851414319
36,-274.5815721497592,-0.013390369311537142
37,-274.5816627182761,-0.01348093782843307
38,-274.58177241822085,-0.01359063777317715
39,-274.5819223521791,-0.013740571731432283
40,-274.5821055973239,-0.013923816876229012
41,-274.5823204884254,-0.014138707977735976
42,-274.5825999303126,-0.01441814986492318
43,-274.5829281425131,-0.014746362065409357
44,-274.58334071761703,-0.015158937169360343
45,-274.58382658886825,-0.01564480842057492
46,-274.5844239837684,-0.01624220332070081
47,-274.5851391520488,-0.01695737160110866
48,-274.5859939611171,-0.017812180669409372
49,-274.58701404863604,-0.018832268188361923
50,-274.58820397308534,-0.020022192637668468
51,-274.5891395230707,-0.0209577426230112
52,-274.58262495611007,-0.01444317566239306
53,-274.5896389196051,-0.021457139157405436
54,-274.59053760594463,-0.022355825496958914
55,-274.5911664093965,-0.022984628948847785
56,-274.59079282283574,-0.022611042388064106
57,-274.590866739771,-0.022684959323328258
58,-274.5909893979436,-0.0228076174959142
59,-274.59111931794524,-0.022937537497568883
60,-274.5912135253525,-0.023031744904812967
61,-274.5912442967955,-0.02306251634780665
62,-274.5912449744464,-0.023063193998723364
63,-274.59124631895423,-0.023064538506559984
64,-274.59124830980204,-0.023066529354366594
65,-274.5912509188964,-0.023069138448704507
66,-274.59125411367546,-0.023072333227787567
67,-274.59125786089965,-0.023076080451971848
68,-274.5912621306934,-0.023080350245720638
69,-274.5912674354179,-0.02308565497020254
70,-274.59127398372107,-0.023092203273392897
71,-274.5912820446774,-0.023100264229753975
72,-274.5912919766938,-0.02311019624613664
73,-274.5913042599679,-0.02312247952022517
74,-274.5913195197752,-0.023137739327523832
75,-274.5913385221826,-0.023156741734908337
76,-274.5913621320132,-0.023180351565542878
77,-274.5913912594376,-0.023209478989940635
78,-274.59142688250387,-0.0232451020561939
79,-274.5914702473723,-0.02328846692461184
80,-274.5915231709184,-0.023341390470704937
81,-274.591588053612,-0.023406273164312097
82,-274.59166739947267,-0.023485619024995685
83,-274.5917637249167,-0.02358194446901507
84,-274.5918806729796,-0.023698892531911042
85,-274.59202306990903,-0.023841289461358883
86,-274.5921953980166,-0.024013617568925838
87,-274.5924039221735,-0.02422214172582926
88,-274.59265591467033,-0.02447413422265754
89,-274.5929594516755,-0.024777671227809606
90,-274.5933242805386,-0.025142500090908015
91,-274.5937617527387,-0.02557997229104103
92,-274.59428426512807,-0.026102484680393445
93,-274.5949058446503,-0.026724064202653608
94,-274.59563991219125,-0.027458131743571812
95,-274.59646844696135,-0.028286666513679393
96,-274.5968783227124,-0.028696542264754044
97,-274.59747415396527,-0.02929237351759184
