site,orientation,image,height_A,energy_eV,interaction_energy_eV
atop_Si,upright,0,6.5,-191.16664353056154,-1.0658141036401503e-14
atop_Si,upright,1,5.0,-191.16664353056154,-1.0658141036401503e-14
atop_Si,upright,2,4.0,-191.2148150097228,-0.048171479161265296
atop_Si,upright,3,3.25,-191.3923334566335,-0.22568992607197558
atop_Si,upright,4,2.75,-191.63319414627725,-0.46655061571571466
atop_Si,upright,5,2.25,-191.49556752381514,-0.328923993253607
atop_Si,upright,6,1.9,-191.24528660040497,-0.07864306984343372
atop_Si,upright,7,1.6,-190.9580099708058,0.20863355975574294
atop_Si,upright,8,1.3,-187.64394276309383,3.5227007674677004
atop_Si,parallel,0,6.5,-191.16664353056154,-1.0658141036401503e-14
atop_Si,parallel,1,5.0,-191.16664353056154,-1.0658141036401503e-14
atop_Si,parallel,2,4.0,-191.21715014047072,-0.05050660990918843
atop_Si,parallel,3,3.25,-191.4524736039803,-0.28583007341877575
atop_Si,parallel,4,2.75,-191.7681675676298,-0.6015240370682697
atop_Si,parallel,5,2.25,-191.96111652218516,-0.7944729916236319
atop_Si,parallel,6,1.9,-191.76420312317845,-0.5975595926169142
atop_Si,parallel,7,1.6,-191.17206558139114,-0.005422050829604785
atop_Si,parallel,8,1.3,-190.20512196517777,0.9615215653837659
atop_Si,flipped,0,6.5,-191.16664353056154,-1.0658141036401503e-14
atop_Si,flipped,1,5.0,-191.16664353056154,-1.0658141036401503e-14
atop_Si,flipped,2,4.0,-191.32434213751162,-0.1576986069500883
atop_Si,flipped,3,3.25,-191.87902393199897,-0.7123804014374393
atop_Si,flipped,4,2.75,-191.823030350545,-0.6563868199834637
atop_Si,flipped,5,2.25,-191.70582795273737,-0.5391844221758326
atop_Si,flipped,6,1.9,-191.38220623423967,-0.2155627036781418
atop_Si,flipped,7,1.6,-190.5150842395986,0.6515592909629397
atop_Si,flipped,8,1.3,-189.4661300283459,1.7005135022156317
bridge_Si_Si,upright,0,6.5,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,upright,1,5.0,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,upright,2,4.0,-191.1935417380445,-0.026898207482968672
bridge_Si_Si,upright,3,3.25,-191.38734738590122,-0.22070385533968917
bridge_Si_Si,upright,4,2.75,-191.68200052501157,-0.5153569944500411
bridge_Si_Si,upright,5,2.25,-192.02451899022827,-0.8578754596667402
bridge_Si_Si,upright,6,1.9,-192.05510565320242,-0.8884621226408846
bridge_Si_Si,upright,7,1.6,-192.0085282748791,-0.8418847443175643
bridge_Si_Si,upright,8,1.3,-192.1122270365539,-0.9455835059923565
bridge_Si_Si,parallel,0,6.5,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,parallel,1,5.0,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,parallel,2,4.0,-191.18851987778163,-0.021876347220096903
bridge_Si_Si,parallel,3,3.25,-191.34082730851324,-0.1741837779517077
bridge_Si_Si,parallel,4,2.75,-191.70732084261968,-0.540677312058147
bridge_Si_Si,parallel,5,2.25,-192.16385022448404,-0.9972066939225037
bridge_Si_Si,parallel,6,1.9,-192.27422987162473,-1.1075863410631932
bridge_Si_Si,parallel,7,1.6,-192.18054030861572,-1.0138967780541854
bridge_Si_Si,parallel,8,1.3,-192.00877654783764,-0.8421330172761081
bridge_Si_Si,flipped,0,6.5,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,flipped,1,5.0,-191.16664353056154,-1.0658141036401503e-14
bridge_Si_Si,flipped,2,4.0,-191.25134397533841,-0.08470044477688177
bridge_Si_Si,flipped,3,3.25,-191.8111330723855,-0.6444895418239689
bridge_Si_Si,flipped,4,2.75,-192.33464647453337,-1.168002943971839
bridge_Si_Si,flipped,5,2.25,-192.36015784945,-1.1935143188884574
bridge_Si_Si,flipped,6,1.9,-191.98135680110553,-0.8147132705440008
bridge_Si_Si,flipped,7,1.6,-191.49152847577156,-0.32488494521002664
bridge_Si_Si,flipped,8,1.3,-190.9825729587748,0.18407057178673725
hollow,upright,0,6.5,-191.16664353056154,-1.0658141036401503e-14
hollow,upright,1,5.0,-191.16664353056154,-1.0658141036401503e-14
hollow,upright,2,4.0,-191.18427311394646,-0.017629583384927372
hollow,upright,3,3.25,-191.4224686200265,-0.25582508946497384
hollow,upright,4,2.75,-191.65520316974633,-0.48855963918479617
hollow,upright,5,2.25,-191.9951178496652,-0.8284743191036732
hollow,upright,6,1.9,-192.1105930798152,-0.94394954925367
hollow,upright,7,1.6,-191.99333336841696,-0.8266898378554224
hollow,upright,8,1.3,-191.79908005017666,-0.6324365196151227
hollow,parallel,0,6.5,-191.16664353056154,-1.0658141036401503e-14
hollow,parallel,1,5.0,-191.16664353056154,-1.0658141036401503e-14
hollow,parallel,2,4.0,-191.18715893093423,-0.020515400372698167
hollow,parallel,3,3.25,-191.32547029717932,-0.15882676661778916
hollow,parallel,4,2.75,-191.73778877687957,-0.5711452463180358
hollow,parallel,5,2.25,-192.21493529489766,-1.048291764336124
hollow,parallel,6,1.9,-192.38974072578168,-1.223097195220145
hollow,parallel,7,1.6,-192.32406189828896,-1.157418367727427
hollow,parallel,8,1.3,-192.06072220267242,-0.89407867211089
hollow,flipped,0,6.5,-191.16664353056154,-1.0658141036401503e-14
hollow,flipped,1,5.0,-191.16664353056154,-1.0658141036401503e-14
hollow,flipped,2,4.0,-191.2295177990772,-0.06287426851566735
hollow,flipped,3,3.25,-191.82281919667443,-0.6561756661128975
hollow,flipped,4,2.75,-192.3589773942202,-1.1923338636586713
hollow,flipped,5,2.25,-192.33523641062192,-1.168592880060384
hollow,flipped,6,1.9,-191.95129391847226,-0.7846503879107267
hollow,flipped,7,1.6,-191.58585505680796,-0.4192115262464249
hollow,flipped,8,1.3,-191.53235010849502,-0.3657065779334907
