image,height_A,energy_eV,interaction_energy_eV
0,6.5,-213.19415102870036,-1.9539925233402755e-14
1,5.0,-213.19415102870036,-1.9539925233402755e-14
2,4.0,-213.31551167541735,-0.12136064671701341
3,3.25,-213.68139792726473,-0.4872468985643845
4,2.75,-213.8606719214732,-0.6665208927728568
5,2.25,-213.94974412788224,-0.7555930991818993
6,1.9,-214.05323075994968,-0.8590797312493432
7,1.6,-213.2438443502563,-0.04969332155595474
8,1.3,-210.7529406039809,2.441210424719438
