image,height_A,energy_eV,interaction_energy_eV
0,6.5,-181.29038100878148,-1.0658141036401503e-14
1,5.0,-181.29038100878148,-1.0658141036401503e-14
2,4.0,-181.28684149730827,0.0035395114731961996
3,3.25,-181.35828138556235,-0.06790037678088012
4,2.75,-181.72431813856775,-0.4339371297862833
5,2.25,-182.26081833658213,-0.9704373278006635
6,1.9,-182.39924411879258,-1.1088631100111108
7,1.6,-182.57705729284748,-1.286676284066015
8,1.3,-182.79015179714452,-1.4997707883630476
