image,height_A,energy_eV,interaction_energy_eV
0,6.5,-186.84483600269022,-3.108624468950438e-14
1,5.0,-186.84483600269022,-3.108624468950438e-14
2,4.0,-186.81487068035705,0.029965322333137756
3,3.25,-186.75536993665133,0.08946606603884977
4,2.75,-186.66480655194334,0.18002945074684096
5,2.25,-186.27840868542265,0.5664273172675367
6,1.9,-185.55667085653965,1.2881651461505301
7,1.6,-185.1878611072488,1.656974895441377
8,1.3,-184.0286372668899,2.8161987358002962
