image,height_A,energy_eV,interaction_energy_eV
0,6.5,-186.23342996647668,1.4210854715202004e-14
1,5.0,-186.23342996647668,1.4210854715202004e-14
2,4.0,-186.2113590733365,0.022070893140195835
3,3.25,-186.34927910299055,-0.11584913651385875
4,2.75,-186.5424976059738,-0.30906763949711547
5,2.25,-186.56721188418524,-0.33378191770854926
6,1.9,-186.56307628612814,-0.3296463196514452
7,1.6,-186.49770837355007,-0.2642784070733768
8,1.3,-186.26541159821178,-0.03198163173509272
