image,height_A,energy_eV,interaction_energy_eV
0,6.5,-199.31249491099615,1.0658141036401503e-14
1,5.0,-199.31249491099615,1.0658141036401503e-14
2,4.0,-199.37083846685417,-0.05834355585800566
3,3.25,-199.3153243266853,-0.002829415689138415
4,2.75,-199.0208697321548,0.29162517884135397
5,2.25,-198.38798176642663,0.9245131445695272
6,1.9,-197.5939680974648,1.7185268135313656
7,1.6,-194.1623832294756,5.150111681520553
8,1.3,-179.30489611135343,20.007598799642732
