image,height_A,energy_eV,interaction_energy_eV
0,6.5,-289.3368968894515,6.750155989720952e-14
1,5.0,-289.3368968894515,6.750155989720952e-14
2,4.0,-289.3361905171134,0.0007063723381968146
3,3.25,-289.3374079297139,-0.0005110402623138555
4,2.75,-289.3222842531106,0.014612636340995522
5,2.25,-289.37664777035974,-0.039750880908162145
6,1.9,-289.36948814262,-0.03259125316843736
7,1.6,-289.24476080083616,0.09213608861541545
8,1.3,-288.6866371020355,0.6502597874160863
