image,height_A,energy_eV,interaction_energy_eV
0,6.5,-216.45921743207896,3.552713678800501e-15
1,5.0,-216.45921743207896,3.552713678800501e-15
2,4.0,-216.43447241186527,0.024745020213689628
3,3.25,-216.43050818136146,0.028709250717501078
4,2.75,-216.31933077660585,0.1398866554731093
5,2.25,-216.12570355951664,0.33351387256232456
6,1.9,-215.02973420748663,1.4294832245923352
7,1.6,-210.799405133361,5.659812298717956
8,1.3,-194.83071470208074,21.62850272999822
