optimization_step,energy_eV,energy_relative_to_start_eV
0,-285.1281069492229,0.0
1,-285.233019432868,-0.1049124836450801
2,-285.4319873895879,-0.30388044036499195
3,-285.7124258965367,-0.5843189473137613
4,-286.06991781273376,-0.9418108635108524
5,-286.4980888394258,-1.3699818902028937
6,-286.9491729991452,-1.8210660499223081
7,-287.33440020746923,-2.206293258246319
8,-287.6312130147779,-2.5031060655550164
9,-287.83295223497896,-2.7048452857560505
10,-287.9774153599448,-2.8493084107219033
11,-288.07786630276604,-2.9497593535431292
12,-288.15294322056934,-3.0248362713464303
13,-288.222336636856,-3.094229687633117
14,-288.29690622061764,-3.1687992713947324
15,-288.37571165276495,-3.247604703542038
16,-288.4498785401399,-3.321771590916967
17,-288.5095015004631,-3.3813945512401915
18,-288.5492834223929,-3.4211764731699645
19,-288.572398187236,-3.4442912380130792
20,-288.58172813524834,-3.45362118602543
21,-288.587952684334,-3.4598457351111165
22,-288.5969169351164,-3.468809985893472
23,-288.6044281722504,-3.476321223027469
24,-288.6088401229322,-3.480733173709268
25,-288.61192424649823,-3.4838172972753227
26,-288.61629520752103,-3.4881882582981234
27,-288.62311191673814,-3.4950049675152286
28,-288.6328771629351,-3.5047702137121632
29,-288.6438090609714,-3.51570211174851
30,-288.6532713749873,-3.5251644257643875
31,-288.66201211563157,-3.5339051664086583
32,-288.6744975223803,-3.546390573157396
33,-288.68924053946444,-3.561133590241525
34,-288.70200497954045,-3.5738980303175367
35,-288.71925449512696,-3.5911475459040503
36,-288.7421754522956,-3.6140685030727013
37,-288.7674187411433,-3.6393117919203632
38,-288.7994137816375,-3.6713068324145866
39,-288.8310920715037,-3.7029851222807793
40,-288.8665734356206,-3.7384664863976695
41,-288.90055783756816,-3.772450888345247
42,-288.9341824491314,-3.806075499908502
43,-288.9671018715813,-3.8389949223583812
44,-289.0009305014968,-3.8728235522738714
45,-289.0341461018148,-3.906039152591916
46,-289.0676593686983,-3.939552419475376
47,-289.1015896954044,-3.973482746181503
48,-289.13549074359037,-4.007383794367456
49,-289.1678952218053,-4.039788272582371
50,-289.1981232164957,-4.070016267272763
51,-289.22585741119366,-4.097750461970747
52,-289.250570912351,-4.122463963128098
53,-289.27195212472515,-4.143845175502236
54,-289.28993213921814,-4.161825189995227
55,-289.30434027591264,-4.176233326689726
56,-289.31458046263947,-4.1864735134165585
57,-289.3206899865129,-4.192583037289978
58,-289.3231474688422,-4.195040519619283
59,-289.2722122501708,-4.144105300947899
60,-289.26485798220176,-4.13675103297885
61,-289.3171388540347,-4.18903190481177
62,-289.3253255193655,-4.1972185701425815
63,-289.3297783276929,-4.201671378469996
64,-289.32980836627166,-4.201701417048753
65,-289.32986314051175,-4.201756191288837
66,-289.3299339892433,-4.201827040020362
67,-289.3300122536195,-4.2019053043965755
68,-289.3300929207709,-4.20198597154797
69,-289.3301767643993,-4.202069815176401
70,-289.3302692210424,-4.202162271819475
71,-289.3303889355749,-4.202281986351977
72,-289.33054638504046,-4.202439435817553
73,-289.3307465721017,-4.202639622878792
74,-289.3309872492757,-4.202880300052811
75,-289.33126757312436,-4.203160623901454
76,-289.33160130063027,-4.2034943514073575
77,-289.332009968998,-4.203903019775112
78,-289.3325004441109,-4.204393494887995
79,-289.3330754251048,-4.204968475881913
80,-289.3337509350233,-4.205643985800407
81,-289.3345259037742,-4.206418954551282
82,-289.3354089793936,-4.207302030170695
83,-289.3363792862214,-4.208272336998505
84,-289.33745051205506,-4.209343562832146
85,-289.33857058486,-4.2104636356370975
86,-289.3396821536978,-4.2115752044749115
87,-289.3406761419711,-4.2125691927481625
88,-289.3413156959756,-4.213208746752684
89,-289.34168239411173,-4.213575444888818
90,-289.3415437535629,-4.213436804340006
91,-289.3416122343481,-4.213505285125166
92,-289.3417014955795,-4.213594546356603
93,-289.34175133620136,-4.213644386978444
