image,height_A,energy_eV,interaction_energy_eV
0,6.5,-293.4284052348665,-2.1316282072803006e-14
1,5.0,-293.4284052348665,-2.1316282072803006e-14
2,4.0,-293.42107202883096,0.007333206035504247
3,3.25,-293.4363804791457,-0.00797524427925822
4,2.75,-293.48079588237056,-0.05239064750409028
5,2.25,-293.504092515328,-0.07568728046154405
6,1.9,-293.43285476028177,-0.0044495254153034125
7,1.6,-293.25184181892985,0.17656341593662006
8,1.3,-292.79136643522344,0.6370387996430296
