image,height_A,energy_eV,interaction_energy_eV
0,6.5,-199.31249491099615,7.105427357601002e-15
1,5.0,-199.31249491099615,7.105427357601002e-15
2,4.0,-199.4747023441637,-0.16220743316753072
3,3.25,-199.50194653026543,-0.18945161926927057
4,2.75,-199.18846000258256,0.12403490841359854
5,2.25,-197.8894786112212,1.4230162997749645
6,1.9,-196.61514642356676,2.6973484874294016
7,1.6,-194.35302571268753,4.959469198308632
8,1.3,-188.09376014191713,11.218734769079028
