image,height_A,energy_eV,interaction_energy_eV
0,6.5,-195.13192998824383,-1.7763568394002505e-14
1,5.0,-195.13192998824383,-1.7763568394002505e-14
2,4.0,-195.15875742027578,-0.026827432031968357
3,3.25,-195.3795065295129,-0.2475765412690869
4,2.75,-195.5646313604296,-0.43270137218577887
5,2.25,-195.8341563475759,-0.702226359332105
6,1.9,-195.8790309937001,-0.7471010054562903
7,1.6,-195.77998085694796,-0.64805086870415
8,1.3,-195.64808678964857,-0.5161568014047653
