image,height_A,energy_eV,interaction_energy_eV
0,6.5,-271.4300441754203,1.9539925233402755e-14
1,5.0,-271.4300441754203,1.9539925233402755e-14
2,4.0,-271.4466519984667,-0.016607823046379977
3,3.25,-271.51052156531557,-0.08047738989527353
4,2.75,-271.5949483195007,-0.16490414408040444
5,2.25,-271.6127277248971,-0.1826835494768293
6,1.9,-271.54361280829465,-0.11356863287435637
7,1.6,-271.5224614762503,-0.09241730083003041
8,1.3,-271.54306583113845,-0.11302165571815159
