image,height_A,energy_eV,interaction_energy_eV
0,6.5,-271.94519337541766,3.552713678800501e-15
1,5.0,-271.94519337541766,3.552713678800501e-15
2,4.0,-271.96541650857966,-0.02022313316200197
3,3.25,-272.03989083788446,-0.09469746246679378
4,2.75,-272.10857544536043,-0.1633820699427666
5,2.25,-272.1761457995144,-0.23095242409675265
6,1.9,-272.16635491555076,-0.22116154013309242
7,1.6,-272.08416436207585,-0.1389709866581903
8,1.3,-271.9067983129287,0.03839506248897706
