step,energy_eV,relative_to_start_eV
0,-188.5336075655369,0.0
1,-188.5362594945767,-0.0026519290398141493
2,-188.54114486522516,-0.00753729968826633
3,-188.547528763844,-0.013921198307116356
4,-188.55455472984855,-0.020947164311650113
5,-188.561494799262,-0.02788723372509594
6,-188.56796013723195,-0.03435257169505235
7,-188.5739148562049,-0.040307290668010864
8,-188.5799639375157,-0.046356371978816924
9,-188.58563824753895,-0.05203068200205507
10,-188.58959893212116,-0.055991366584265734
11,-188.5901569620706,-0.05654939653371116
12,-188.59022355939035,-0.05661599385345539
13,-188.59034986086863,-0.056742295331730475
14,-188.59052339456267,-0.05691582902576897
15,-188.59072859696906,-0.05712103143216041
16,-188.59095011517272,-0.05734254963581975
17,-188.59117630865447,-0.057568743117570875
18,-188.5914019758359,-0.057794410299010224
19,-188.59165311956386,-0.0580455540269611
20,-188.59194194719703,-0.058334381660131385
21,-188.59228683631116,-0.05867927077426316
22,-188.59270271381385,-0.059095148276952614
23,-188.593187308002,-0.05957974246510389
24,-188.59371807243903,-0.060110506902134375
25,-188.5942828945302,-0.060675328993312405
26,-188.5949329612001,-0.06132539566320361
27,-188.5957753668421,-0.062167801305207604
28,-188.59689380914466,-0.06328624360776303
29,-188.59834597169467,-0.06473840615777249
30,-188.60031373098744,-0.06670616545054031
31,-188.60309251798105,-0.06948495244415653
32,-188.60696981224652,-0.0733622467096211
33,-188.61266777419698,-0.07906020866008134
34,-188.62151472434854,-0.08790715881164601
35,-188.63584710744632,-0.10223954190942663
36,-188.6602144484855,-0.12660688294860734
37,-188.7031023007013,-0.16949473516439184
38,-188.77995843998187,-0.24635087444497117
39,-188.87420101057515,-0.34059344503825173
40,-188.98322848861397,-0.44962092307707735
41,-189.10547069389892,-0.5718631283620255
42,-189.24085643034772,-0.7072488648108219
43,-189.39025509886702,-0.8566475333301184
44,-189.55404442411302,-1.0204368585761188
45,-189.7306908689269,-1.1970833033900021
46,-189.91619869390178,-1.3825911283648793
47,-190.1046221673774,-1.5710146018405169
48,-190.28872393375897,-1.755116368222076
49,-190.46076335147137,-1.927155785934474
50,-190.6140149179338,-2.0804073523968896
51,-190.74419324095106,-2.2105856754141655
52,-190.85010093707865,-2.3164933715417533
53,-190.93401295864925,-2.400405393112351
54,-191.00298962649714,-2.4693820609602426
55,-191.07003610800152,-2.53642854246462
56,-191.15003122589738,-2.616423660360482
57,-191.24751238915968,-2.7139048236227836
58,-191.34941566875764,-2.8158081032207463
59,-191.4342972946911,-2.900689729154209
60,-191.4847727372277,-2.9511651716908034
61,-191.48603134296866,-2.952423777431761
62,-191.55279943939473,-3.019191873857835
63,-191.5534792352698,-3.0198716697329075
64,-191.5469391110364,-3.0133315454995113
65,-191.55074042481274,-3.017132859275847
66,-191.56330995295215,-3.0297023874152558
67,-191.57174245276002,-3.038134887223123
68,-191.57176956913315,-3.0381620035962555
69,-191.57182273961354,-3.0382151740766403
70,-191.57190001356662,-3.038292448029722
71,-191.57199884883863,-3.038391283301735
72,-191.5721164269504,-3.0385088614135043
73,-191.57224987274964,-3.03864230721274
74,-191.572396324726,-3.0387887591890888
75,-191.5725699683755,-3.0389624028385924
76,-191.57277139793652,-3.0391638323996233
77,-191.57299976215242,-3.0393921966155233
78,-191.5732534904109,-3.0396459248740086
79,-191.57353196513554,-3.0399243995986467
80,-191.57383620757744,-3.040228642040546
81,-191.57416738587824,-3.0405598203413433
82,-191.5745263036013,-3.0409187380643914
83,-191.57491192149058,-3.0413043559536845
