      Step     Time          Energy          fmax
BFGS:    0 03:07:42   -20292.373905        5.443519
BFGS:    1 03:07:42   -20292.556423        0.435792
BFGS:    2 03:07:42   -20292.560009        0.216015
BFGS:    3 03:07:42   -20292.561778        0.169919
BFGS:    4 03:07:42   -20292.563837        0.241278
BFGS:    5 03:07:42   -20292.567069        0.300814
BFGS:    6 03:07:42   -20292.569077        0.184408
BFGS:    7 03:07:42   -20292.569840        0.071712
BFGS:    8 03:07:42   -20292.570026        0.060818
BFGS:    9 03:07:43   -20292.570239        0.074494
BFGS:   10 03:07:43   -20292.570494        0.086934
BFGS:   11 03:07:43   -20292.570693        0.057632
BFGS:   12 03:07:43   -20292.570860        0.046429
BFGS:   13 03:07:43   -20292.571114        0.074723
BFGS:   14 03:07:43   -20292.571618        0.135757
BFGS:   15 03:07:43   -20292.572442        0.196911
BFGS:   16 03:07:43   -20292.573435        0.200509
BFGS:   17 03:07:43   -20292.574229        0.109537
BFGS:   18 03:07:43   -20292.574451        0.039051
