      Step     Time          Energy          fmax
BFGS:    0 03:06:34   -20292.148513       15.570785
BFGS:    1 03:06:37   -20292.740445        8.542800
BFGS:    2 03:06:37   -20293.046373        3.453740
BFGS:    3 03:06:37   -20293.124725        0.868349
BFGS:    4 03:06:37   -20293.132074        0.147162
BFGS:    5 03:06:37   -20293.132908        0.124814
BFGS:    6 03:06:37   -20293.133680        0.148017
BFGS:    7 03:06:37   -20293.134358        0.134561
BFGS:    8 03:06:37   -20293.134601        0.050351
BFGS:    9 03:06:37   -20293.134659        0.033597
