image,height_A,energy_eV,interaction_energy_eV
0,6.5,-174.75426460397688,-1.5987211554602254e-14
1,5.0,-174.75426460397688,-1.5987211554602254e-14
2,4.0,-174.86446813720033,-0.11020353322347098
3,3.25,-175.18894387424012,-0.4346792702632616
4,2.75,-175.46431278738154,-0.7100481834046821
5,2.25,-175.78581671224526,-1.0315521082684018
6,1.9,-175.81747786929725,-1.0632132653203872
7,1.6,-175.90065844739527,-1.1463938434184104
8,1.3,-176.18095695398748,-1.4266923500106135
